id;category;kind;front;back;extras;pronunciation;memoryHook;memoryStory;rank;labels;status;lastTested;numberOfTimesTested;lastLearned;numberOfTimesLearned;importId;systemWhenCreated;systemWhoCreated
2733;git;command;how to clone a respository at a certain commit;``` `git clone [URL] mytest`, go to directory, `git reset --hard [HASH]`;;;;;4.02;;learned;2020-06-08 06:01:20;4;2020-06-08 06:01:20;1;howToCloneARespositoryAtACertainCommit_gitCloneURLMytestTHENGitResetHardHASH;2020-05-15 00:20:47;systemUnknown
2734;gimp;shortcut;link all layers;shift-click a link checkbox;;;;;2.5;;new;;0;;0;linkAllLayers_shiftClickALinkCheckbox;2020-05-15 00:38:32;systemUnknown
2735;gimp;shortcut;scale tool;shift-s;;;;;2.5;;new;;0;;0;scaleTool_shiftS;2020-05-15 00:38:32;systemUnknown
2736;react;command;create react app with npm;npx create-react-app reactfull --use-npm;;;;;2.5;;new;;0;;0;createReactAppWithNpm_npxCreateReactAppReactfullUseNpm;2020-05-15 08:00:09;systemUnknown
2737;css;command;base formating for a grid;"display: grid; grid-gap: 10px; padding: 10px; grid-row-gap, grid-column-gap";;;;;2.5;;new;;0;;0;baseFormatingForAGrid_displayGridGridGap1pxPadding1pxGridRowGapGridColumnGap;2020-05-15 19:49:49;systemUnknown
2739;bootstrap;class;move menu items in navbar to the right;"<ul class=""navbar-nav ml-auto"">";;;;;4.18;;testing;2020-08-06 07:40:56;1;;0;moveMenuItemsInNavbarToTheRight_ulClassnavbarNavMlAuto;2020-05-16 12:48:19;systemUnknown
2740;vi;command;search and replace in whole file;%s/n49/n29/g;;;;;5;;learned;2020-05-18 04:36:26;2;2020-05-18 04:36:26;1;searchAndReplaceInWholeFile_sn49n29g;2020-05-16 14:44:14;systemUnknown
2741;gimp;task;make specific color darker;select-by-color tool (shift-o), click, colors, hue-saturation, lightness;;;;;2.5;;new;;0;;0;makeSpecificColorDarker_selectByColorToolShiftOClickColorsHueSaturationLightness;2020-05-16 16:36:58;systemUnknown
2742;gimp;shortcut;scissor select;i;;;;;2.5;;new;;0;;0;scissorSelect_i;2020-05-16 16:36:59;systemUnknown
2743;vscode;extension;how to more easily identify which brackets are matched in code;Bracket Pair Colorizer 2;;;;;2.5;;new;;0;;0;howToMoreEasilyIdentifyWhichBracketsAreMatchedInCode_bracketPairColorizer2;2020-05-16 22:24:44;systemUnknown
2744;vscode;setting;how to align attributes under each other;"settings > ""html attribute"" > forced-aligned";;;;;2.5;;new;;0;;0;howToAlignAttributesUnderEachOther_settingsHtmlAttributeForcedAligned;2020-05-16 22:24:44;systemUnknown
2745;node;command;how to start express site with babel;npx babel-node src/server.js;;;;;2.5;;new;;0;;0;howToStartExpressSiteWithBabel_npxBabelNodeSrcserverjs;2020-05-18 00:03:20;systemUnknown
2746;git;command;how to undo changes in `qstr.js` file that is now in the workspace;``` `git reset -- */qstr.js` (note that `checkout ` doesn't always work);;;;;5.0;;learned;2020-05-18 08:57:07;2;2020-05-18 08:57:07;1;howToUndoChangesInQstrjsFileThatIsNowInTheWorkspace_gitCheckoutQstrjs;2020-05-18 10:35:50;systemUnknown
2747;git;command;remove the file `test444.txt` that you created in the workspace (e.g. you could also just `rm` it);git clean -f test444.txt;;;;;3.37;;testing;2020-05-18 08:42:33;1;;0;removeAFileThatYouCreatedInTheWorkspaceYouCouldAlsoJustRmIt_gitCleanFTest444txt;2020-05-18 11:00:17;systemUnknown
2748;git;command;quick store away (no name) all files in workspace and staging area, both newly created or already in Git;git stash --include-untracked ;;;;;3.8;;learned;2020-06-08 04:34:23;2;2020-06-08 04:34:23;1;quickStoreAwayAllFilesInWorkspaceAndStagingAreaBothNewlyCreatedOrAlreadyInGit_gitStashIncludeUntracked;2020-05-18 16:18:10;systemUnknown
2749;git;command;temporarily store all changes out of the way to `upload_change_half_done`, list, see files, and restore;"``` `git stash push --include-untracked -m ""upload_change_half_done""` (`git stash save ...` is deprecated), `git stash list`, `git show stash@{1}`, `git show stash@{1}^2`, `git show stash@{1}^3`, `git pop stash@{1}`, `git drop stash@{2}`";;;;;5;;learned;2020-07-29 03:46:23;16;2020-07-29 03:46:23;1;temporarilyStoreAllChangesOutOfTheWayToUploadchangehalfdoneListSeeFilesAndRestore_gitStashPushIncludeUntrackedMUploadchangehalfdoneGitStashSaveIsDeprecatedGitStashListGitShowStash1GitShowStash12GitShowStash13GitPopStash1;2020-05-18 16:18:10;systemUnknown
2750;general;fact;two functional languages from 80s and 90s;Miranda and Haskell;;;;;2.5;;new;;0;;0;twoFunctionalLanguagesFrom8sAnd9s_mirandaAndHaskell;2020-05-18 17:26:16;systemUnknown
2751;javascript ;command;"define the two variables ""name"" and ""text"" from body ""req.body""";"const { name, text } = req.body;";;;;;2.5;;new;;0;;0;defineTheTwoVariablesNameAndTextFromBodyReqbody_constNameTextReqbody;2020-05-18 20:27:23;systemUnknown
2752;linux;command;create file of all `.js` and `.ejs` files recursively except in `node_modules` and `.git`;"``` `find . ! -path ""./node_modules/*"" ! -path ""./.git/*"" | grep -P ""\.e?js$"" > files.txt` (`-P` means to interpret as Perl regular expression, egrep gets an error)";;;;;3.7;;testing;2020-07-29 04:43:08;4;;0;createFileOfAllJsAndEjsFilesRecursivelyExceptInNodemodules_findPathNodemodulesGrepPEjsFiletxtPMeansToInterpretAsPerlRegularExpression;2020-05-19 10:26:09;systemUnknown
2753;linux;command;how to create a quick multi-line file called `text.txt`;``` `cat > test.txt` and CTRL-C to save;;;;;4.44;;learned;2020-06-05 08:43:08;3;2020-06-05 08:43:08;1;howToCreateAQuickMultiLineFileCalledTexttxt_catTesttxtAndCTRLCToSave;2020-05-20 23:15:18;systemUnknown
2754;git;command;get list of commits at the end of January;"git log --pretty=format:""%h %ci %s"" --before=""2020-02-01""";;;;;3.37;;testing;2020-06-03 03:09:05;1;;0;getListOfCommitsAtTheEndOfJanuary_gitLogPrettyformathCiSBefore2221;2020-05-20 23:15:18;systemUnknown
2755;dev;term;what language is django written in and what are two large projects;``` python, instagram, bitbucket;;;;;2.85;;testing;2020-06-03 03:09:31;1;;0;whatLanguageIsDjangoWrittenInAndWhatAreTwoLargeProjects_pythonInstagramBitbucket;2020-05-20 23:15:18;systemUnknown
2756;dev;tools;two Python GUI toolkits;Tkinter (standard) and PyQt (more professional);;;;;3.98;;learned;2020-06-08 06:01:46;4;2020-06-08 06:01:46;1;twoPythonGUIToolkits_tkinterStandardAndPyQtMoreProfessional;2020-05-20 23:55:04;systemUnknown
2757;python;history;cross-platform set of Python modules designed for writing video games, and when created;``` Pygame, 2000;;;;;2.5;;new;;0;;0;crossPlatformSetOfPythonModulesDesignedForWritingVideoGamesAndWhenCreated_pygame2;2020-05-21 13:08:55;systemUnknown
2758;python;history;three languages that python aimed to replace;``` **MATLAB** (1984, payware, training from 2018) which influenced: **Octave** (1988, free) and **Scilab** (1990, free, French);;;;;2.5;;new;;0;;0;threeLanguagesThatPythonAimedToReplace_mATLAB1984PaywareTrainingFrom218WhichInfluencedOctave1988FreeAndScilab199FreeFrench;2020-05-21 13:08:55;systemUnknown
2759;python;term;package index website;https://pypi.org;;;;;2.5;;new;;0;;0;packageIndexWebsite_httpspypiorg;2020-05-21 13:08:55;systemUnknown
2760;git ;command;how to get detailed information on a commit in the past, e.g. after you show all commits at the end of January;git show 3fbb5d4;;;;;2.5;;new;;0;;0;howToGetDetailedInformationOnACommitInThePastEgAfterYouShowAllCommitsAtTheEndOfJanuary_gitShow3fbb5d4;2020-05-22 10:49:19;systemUnknown
2761;vscode;shortcut;how to type the same code in two places at once;hold down ALT, click on each place, and type;;;;;2.5;;new;;0;;0;howToTypeTheSameCodeInTwoPlacesAtOnce_holdDownALTClickOnEachPlaceAndType;2020-05-26 22:40:56;systemUnknown
2762;react;fact;what can replace the need for Redux entirely;GraphQL;;;;;2.5;;new;;0;;0;whatCanReplaceTheNeedForReduxEntirely_graphQL;2020-06-05 07:23:56;systemUnknown
2763;people;fact;"what company does Yukihiro ""Matz"" Matsumoto work for";Heroku (Salesforce), Chief Architect Ruby;;;;;2.5;;new;;0;;0;whatCompanyDoesYukihiroMatzMatsumotoWorkFor_herokuSalesforceChiefArchitectRuby;2020-06-05 21:45:15;systemUnknown
2764;emmet;shortcut;a ul with 10 li elements that have a lorem ipsum of 20 words each;ul>lorem20*10;;;;;2.5;;new;;0;;0;aUlWith1LiElementsThatHaveALoremIpsumOf2WordsEach_ullorem21;2020-06-06 00:11:20;systemUnknown
2765;javascript;tip;how to get a copy of an array e.g. numbers;numbers.slice();;;;;3.02;;testing;2020-06-23 06:02:43;1;;0;howToGetACopyOfAnArrayEgNumbers_numbersslice;2020-06-12 17:36:04;systemUnknown
2766;javascript;code;how to sort integers;"numbers.sort( (a,b) => a - b);";;;;;4.41;;learned;2020-07-01 06:17:51;3;2020-07-01 06:17:51;1;howToSortIntegers_numberssortAbAB;2020-06-15 17:46:55;systemUnknown
2767;javascript;code;how to sort array of numbers non-mutating to new array;"const newNumbers = numbers.slice().sort( (a,b) => a - b);";;;;;3.22;;testing;2020-06-23 06:51:33;1;;0;howToSortArrayOfNumbersNonMutatingToNewArray_constNewNumbersNumbersslicesortAbAB;2020-06-15 18:03:02;systemUnknown
2768;emmet;code;ul with 10 li elements with sample text	;ul>li*10>lorem;;;;;2.5;;new;;0;;0;ulWith1LiElementsWithSampleText_ulli1lorem;2020-06-16 05:19:21;systemUnknown
2769;javascript;fact;five languages that compile to JavaScript;Scala, Elm, ClojureScript, PureScript, ReasonML;;;;;3;;testing;2020-06-26 03:48:45;1;;0;fourLanguagesThatCompileToJavaScript_scalaElmClojureScriptPureScript;2020-06-23 12:00:51;systemUnknown
2770;JavaScript;skill;how to reverse the digits in a number?;"return Number(String(x).split('').reverse().join(''));";;;;;2.5;;new;;0;;0;howToReverseTheDigitsInANumber_returnNumberStringxsplitreversejoin;2020-06-23 15:52:25;systemUnknown
2771;javascript;skill;how to pad a number with zeros as a string;"String(""00000"" + count).slice(-5);";;;;;3.6;;testing;2020-07-29 06:47:09;2;;0;howToPadANumberWithZerosAsAString_stringCountslice5;2020-06-25 15:10:49;systemUnknown
2772;javascript;skill;get random item in array;"``` `const item = items[Math.floor(Math.random() * items.length)];` (note: add +1 for e.g. 1-10 random number)";;;;;4.23;;testing;2020-08-06 07:06:10;5;;0;getRandomItemInArray_constItemItemsMathfloorMathrandomItemslength;2020-06-25 15:57:24;systemUnknown
2774;linux;command;how to list only directories, short and long form;``` short form: `ls -d */` (slash necessary), long form: `ls -l | egrep ^d`;;;;;4.83;;testing;2020-08-13 03:12:42;8;;0;howToListOnlyDirectoriesShortAndLongForm_shortFormLsDLongForm;2020-06-30 17:28:36;systemUnknown
2775;linux;command;how to list only files;``` `ls -l | egrep -v '^d'` (-v = inverse match);;;;;4.66;;learned;2020-07-29 04:23:44;4;2020-07-29 04:23:44;1;howToListOnlyFiles_lsLEgrepVDVInverseMatch;2020-07-03 11:49:48;systemUnknown
2776;vscode;shortcut;how to change the name of numerous instances of a variable;select it, [[CTRL-F2]];;;;;2.5;;new;;0;;0;howToChangeTheNameOfNumerousInstancesOfAVariable_selectItCTRLF2;2020-07-03 14:45:13;systemUnknown
2778;npm;command;how to find out the path for all global npm commands, e.g. to add to environment variables;npm config get prefix;;;;;3.79;;testing;2020-08-05 04:59:02;3;;0;howToFindOutThePathForAllGlobalNpmCommandsEgToAddToEnvironmentVariables_npmConfigGetPrefix;2020-07-20 10:52:14;systemUnknown
2779;git;command;How to get change differences between master and work branch;git diff master..et/enh/include-flashcards-in-home;;;;;3.58;;testing;2020-07-27 04:11:21;1;;0;howToGetChangeDifferencesBetweenMasterAndWorkBranch_gitLogOnelineMasteretenhincludeFlashcardsInHome;2020-07-22 15:35:49;systemUnknown
2780;atom;shortcut;get search list of all commands;CTRL-SHIFT-P;;;;;2.5;;new;;0;;0;getSearchListOfAllCommands_ctrl shift p;2020-07-22 15:35:49;systemUnknown
2781;git;command;list local branches;git branch;;;;;3.47;;testing;2020-07-27 04:52:27;1;;0;listLocalBranches_gitBranch;2020-07-22 15:54:22;systemUnknown
2782;Atom;Shortcut;search open files with keyword;CTRL-B;;;;;2.5;;new;;0;;0;searchOpenFilesWithKeyword_ctrl b;2020-07-22 16:56:25;systemUnknown
2783;Atom;Shortcut;find any file in the project fast;CTRL-T;;;;;2.5;;new;;0;;0;findAnyFileInTheProjectFast_ctrl t;2020-07-22 16:56:25;systemUnknown
2784;Atom;Shortcut;open up second and third pane for same file;``` `CTRL-K, right-arrow` then `CTRL-K, down-arrow`  or simply drag panes around ;;;;;2.5;;new;;0;;0;openUpSecondAndThirdPaneForSameFile_cTRLKRightArrowThenCTRLKDownArrowOrSimplyDragPanesAround;2020-07-22 16:56:25;systemUnknown
2785;Atom;Shortcut;go quickly to methods in JavaScript file;CTRL-R;;;;;2.5;;new;;0;;0;goQuicklyToMethodsInJavaScriptFile_ctrl r;2020-07-22 17:20:38;systemUnknown
2786;Atom;Shortcut;set and go to bookmarks;``` set: `CTRL-ALT-F2`, goto: `CTRL-F2`;;;;;2.5;;new;;0;;0;setAndGoToBookmarks_setCTRLALTF2GotoCTRLF2;2020-07-22 17:20:38;systemUnknown
2787;webdesign;Online Tool;where to get free photos;https://unsplash.com;;;;;2.5;;new;;0;;0;whereToGetFreePhotos_httpsunsplashcom;2020-07-22 19:05:41;systemUnknown
2788;vscode;shortcut;change multiple areas of text at a time;ALT-select each one, then change;;;;;2.5;;new;;0;;0;changeMultipleAreasOfTextAtATime_aLTSelectEachOneThenChange;2020-07-28 20:34:34;systemUnknown
2789;javascript;code;how to produce a 10-digit random idCode, e.g. with letters (a-f) and numbers;"require('crypto').randomBytes(5).toString('hex');";;;;;2.5;;testing;2020-07-29 04:23:22;1;;0;howToProduceARandomIdCode_requirecryptorandomBytes1toStringhex;2020-07-28 21:17:09;systemUnknown
2790;linux;command;how to list all `.htm` and `.html` files except in the directorys `node_modules` and `.git` to a file;"find . ! -path ""./node_modules/*"" ! -path ""./.git/*"" | grep -P ""\.html?$""";;;;;4.42;;testing;2020-08-06 07:05:45;3;;0;howToListAllHtmAndHtmlFilesExceptInTheDirectorysNodemodulesAndGitToAFile_findPathNodemodulesPathGitGrepPHtml;2020-07-29 10:49:42;systemUnknown
2791;git;command;how to see changes in files that you just committed locally;git show HEAD;;;;;4.58;;testing;2020-08-06 07:04:56;3;;0;howToSeeChangesInFilesThatYouHaveCommittedLocally_gitShowHEAD;2020-07-29 15:13:19;systemUnknown
2792;git;command;how to get help on e.g. ls-tree;git help ls-tree;;;;;2.94;;testing;2020-07-31 03:56:28;1;;0;howToGetHelpOnEgLsTree_gitHelpLsTree;2020-07-29 17:35:24;systemUnknown
2793;git;command;show extensive text-graphic display of log;git log --graph --decorate -30 --all --date-order --date=format:'%Y-%m-%d %H:%M:%S' --pretty=format:'%C(cyan)%h%Creset %C(black bold)%ad%Creset%C(auto)%d %s';;;;;2.5;;parked;;0;;0;showExtensiveTextGraphicDisplayOfLog_gitLogGraphDecorate3AllDateOrderDateformatYMDHMSPrettyformatCcyanhCresetCblackBoldadCresetCautodS;2020-07-29 17:35:24;systemUnknown
2794;git;command;npm script for: list last 10 commit with dates ;"""log"": ""git log --pretty=format:\""%h - %ad - %s\"" -10 --date=format:\""%Y-%m-%d %H:%M:%S\""""";;;;;3.79;;testing;2020-07-31 09:29:36;1;;0;npmScriptForSimpleGitLog_logGitLogPrettyformathCiS1;2020-07-29 17:35:24;systemUnknown
2795;git;command;how to show log as text graph but with infos;git log --graph;;;;;3.16;;testing;2020-07-31 09:53:15;1;;0;howToShowLogAsTextGraphButWithInfos_gitLogGraph;2020-07-29 17:35:24;systemUnknown
2796;git;command;show all changes from past commits;``` `git log -p` (p = patch);;;;;5.0;;learned;2020-08-04 05:06:55;3;2020-08-04 05:06:55;1;showAllChangesFromPastCommites_gitLogPPPatch;2020-07-29 17:35:24;systemUnknown
2797;git;command;simple command to get text graph of branches in log;git log --graph --all --oneline --decorate;;;;;3.88;;testing;2020-08-05 04:58:20;2;;0;simpleCommandToGetTextGraphOfBranchesInLog_gitLogGraphAllOnelineDecorate;2020-07-29 17:35:24;systemUnknown
2798;git;command;list the last three commits;git log -3;;;;;3.86;;learned;2020-08-05 04:58:25;2;2020-08-05 04:58:25;1;listTheLastThreeCommits_gitLog3;2020-07-29 17:35:24;systemUnknown
2799;git;command;how to see the contents of the directory `system` in the commit before the last one;``` `git ls-tree HEAD^ system/` (don't forget the / at the end);;;;;4.76;;testing;2020-08-06 07:04:49;4;;0;howToSeeTheContentsOfTheDirectorySystemInTheCommitBeforeTheLastOne_gitLsTreeHEADSystem;2020-07-29 17:35:24;systemUnknown
2800;react;command;how to create and run a react app in a directory;``` go to empty directory create react app in directory: `npx create-react-app .` then `npm start`;;;;;2.5;;new;;0;;0;howToCreateAndRunAReactAppInADirectory_goToEmptyDirectoryCreateReactAppInDirectoryNpxCreateReactAppThenNpmStart;2020-07-30 09:15:34;systemUnknown
2801;npm;command;how to see what global installs need to be updated;npm -g outdated;;;;;3.56;;testing;2020-08-03 03:59:05;1;;0;howToSeeWhatGlobalInstallsNeedToBeUpdated_npmGOutdated;2020-07-30 09:15:34;systemUnknown
2802;linux;command;"how to list all directories at any level that start with ""s""";ls -d */s*;;;;;3.56;;testing;2020-08-03 04:34:27;1;;0;howToListAllDirectoriesThatStartWithG_lsDG;2020-07-31 07:00:08;systemUnknown
2803;git;command;what is the git version of deleting a file (e.g. `rm test444.txt`) that you added to the workspace;git clean -f test444.txt;;;;;3.37;;testing;2020-05-18 08:42:33;1;;0;removeAFileThatYouCreatedInTheWorkspaceYouCouldAlsoJustRmIt_gitCleanFTest444txt;2020-07-31 13:22:34;systemUnknown
2804;linux;command;find previous command you used that ends with `all`;history | grep all$;;;;;4.46;;learned;2020-08-05 04:29:34;2;2020-08-05 04:29:34;1;findPreviousCommandYouUsedThatEndsWithAll_historyGrepAll;2020-07-31 14:00:11;systemUnknown
2805;gif;command;how to add and commit all tracked and untracked files;"git add . && git commit -m ""second commit""";;;;;2.5;;new;;0;;0;howToAddAndCommitAllTrackedAndUntrackedFiles_gitAddGitCommitMSecondCommit;2020-07-31 15:57:20;systemUnknown
2806;git;command;how to list changes between branches and show changes on one line (easy to read);git diff master..et-test-change-one-thing --color-words;;;;;4.49;;testing;2020-08-06 07:05:03;3;;0;howToListChangesBetweenBranchesAndShowChangesOnOneLineEasyToRead_gitDiffMasteretTestChangeOneThingColorWords;2020-07-31 17:04:54;systemUnknown
2807;git;command;how to change name of branch;``` go to branch, then: `git branch -m et-test-new-name` (note: only rename branches before you start sharing them with other people), `-m` for move;;;;;3.49;;testing;2020-08-03 09:20:53;1;;0;howToChangeNameOfBranch_goToBranchThenGitBranchMEtTestNewNameNoteOnlyRenameBranchesBeforeYouStartSharingThemWithOtherPeople;2020-07-31 17:04:54;systemUnknown
2808;linux;command;"find all lines that have ""for"" in them in a file called `qstr.js` which is somewhere in any directory, with line numbers";grep for */qstr.js -n;;;;;3.74;;testing;2020-08-03 09:21:24;1;;0;findAllLinesThatHaveForInThemInAFileCalledQstrjsWhichIsSomewhereInAnyDirectoryWithLineNumbers_grepForQstrjsN;2020-08-03 14:22:44;systemUnknown
2810;linux;command;"count how many times ""for"" occurs in a file called `qstr.js` that is somewhere in a directory";grep for */qstr.js -c;;;;;4.41;;testing;2020-08-06 07:05:55;3;;0;countHowManyTimeForOccursInAFileCalledQstrjsThatIsSomewhereInADirectory_grepForQstrjsC;2020-08-03 14:22:44;systemUnknown
2812;linux ;command;search in all files in the directory `qtools` for the whole word `name` or `Name` (but not e.g. `firstName` or `names`);grep -ri \bname\b qtools;;;;;2.5;;new;;0;;0;searchInAllFilesInTheDirectoryQtoolsForTheWholeWordNameOrNameButNotEgFirstNameOrNames_grepRiBnamebQtools;2020-08-03 14:40:10;systemUnknown
2813;git;command;how to restore to a certain commit;git reset --hard nnnnnn;;;;;4.55;;learned;2020-08-05 04:28:51;2;2020-08-05 04:28:51;1;howToRestoreToACertainCommit_gitResetHardNnnnnn;2020-08-03 16:46:03;systemUnknown
2814;git;strategy;when would you use `git reset soft`?;``` when you want collapse several commits into one;;;;;3.5;;testing;2020-08-04 05:06:44;1;;0;whenWouldYouUseGitResetSoft_whenYouWantCollapseSeveralCommitsIntoOne;2020-08-03 16:46:03;systemUnknown
2815;serverless;fact;what languages do Jekyll and Hugo run on;Ruby and Go, respectively;;;;;2.5;;new;;0;;0;whatLanguagesDoJekyllAndHugoRunOn_rubyAndGoRespectively;2020-08-03 17:25:02;systemUnknown
2816;linux;command;list all files in any subdirectory which has `require(...qsys...)` in them, except in node_modules;"``` `egrep -rn require\(.+qsys.+\) --exclude-dir=""node_modules"" .` -r = recursive, -n = line numbers";;;;;4.82;;testing;2020-08-10 04:01:31;3;;0;listAllFilesInAnySubdirectoryWhichHasRequireqsysInThemExceptInNodemodules_egrepRnRequireqsysExcludeDirnodemodules;2020-08-04 11:16:46;systemUnknown
2817;linux;command;list all files in `qtools` which have `require(...qsys...)` in them;``` `egrep -rn require\(.+qsys.+\) qtools` (notice that `grep` won't work);;;;;4.49;;testing;2020-08-06 07:05:15;2;;0;listAllFilesInQtoolsWhichHaveRequireqsysInThem_egrepRnRequireqsysQtoolsNoticeThatGrepWontWork;2020-08-04 11:16:46;systemUnknown
2818;linux;command;"list all files that have ""required....true"" EXCEPT in node_modules, EXCEPT the file ...min... and only in .js files";egrep -rn required.+true --exclude-dir=node_modules --include=*.js --exclude=*min*;;;;;4.9;;testing;2020-09-09 03:57:14;6;;0;listAllFilesThatHaveRequiredtrueEXCEPTInNodemodulesEXCEPTTheFileMinAndOnlyInJsFiles_egrepRnRequiredtrueExcludeDirnodemodulesIncludejsExcludemin;2020-08-04 11:16:46;systemUnknown
2819;linux;command;list all files in project that have e.g. `batchImportBlocks` or `batchExportBlocks`, except in node_modules;"egrep -rni ""batch.+blocks"" --exclude-dir=""node_modules""";;;;;4.04;;testing;2020-08-05 04:23:16;1;;0;listAllFilesInProjectThatHaveEgBatchImportBlocksOrBatchExportBlocksExceptInNodemodules_egrepRniBatchblocksExcludeDirnodemodules;2020-08-04 11:16:46;systemUnknown
2820;npm;command;how to update a global package, e.g. gatsby-cli;``` `npm -g up gatsby-cli` (find out which need updating with: `npm -g outdated`);;;;;3.88;;testing;2020-08-05 04:23:59;1;;0;howToUpdateAGlobalPackage_npmGUpGatsbyCliFindOutWhichNeedUpdatingWithNpmGOutdated;2020-08-05 09:20:47;systemUnknown
2821;linux;command;find all files that have super(..id..) in them, except in node_modules;"``` `egrep -rni ""super\(.*id.*\)"" --exclude-dir=node_modules` note that you need the quotation marks around the regex";;;;;4.97;;testing;2020-09-09 03:56:42;7;;0;findAllFilesThatHaveSuperidInThemExceptInNodemodules_egrepRniSuperidExcludeDirnodemodulesNoteThatYouNeedTheQuotationMarksAroundTheRegex;2020-08-05 10:16:44;systemUnknown
2822;git;command;two commands to (1) add all changes to staged, (2) take them all back;``` `git add *` and `git reset *`;;;;;4.91;;learned;2020-08-07 05:11:24;2;2020-08-07 05:11:24;1;twoCommandsTo1AddAllChangesToStaged2TakeThemAllBack_gitAddAndGitReset;2020-08-05 17:30:47;systemUnknown
2823;linux;command;how to list all commands in history that start with `ls`;"``` `history | grep -P ""^\s*\d*\s*git""` (note egrep don't work since it doesn't have \d apparently but [[:digit:]])";;;;;4.3;;testing;2020-08-06 07:03:38;1;;0;howToListAllCommandsInHistoryThatStartWithLs_historyGrepPSdsgitNoteEgrepDontWorkSinceItDoesntHaveDApparentlyButDigit;2020-08-05 17:30:47;systemUnknown
2824;windows;command;how to determine windows version, e.g. 1607, 1909, etc. 	;click start and type `winver`;;;;;2.5;;new;;0;;0;howToDetermineWindowsVersionEg167199Etc_clickStartAndTypeWinver;2020-08-06 00:08:04;systemUnknown
2826;git;command;how to pull a remote branch down and switch to it;git checkout -b 01_02b origin/01_02b;;;;;4.72;;testing;2020-08-10 04:01:57;1;;0;howToPullARemoteBranchDownAndSwitchToIt_gitCheckoutB12bOrigin12b;2020-08-07 19:07:44;systemUnknown
2827;network;tool;how to check if your point to access e.g. port 27017;http://portquiz.net:27017;;;;;2.5;;new;;0;;0;howToCheckIfYourPointToAccessEgPort2717_httpportquiznet2717;2020-08-07 23:30:43;systemUnknown
2828;Notepad++;regex;how to remove all blank lines;search for `^\s` and replace with nothing;;;;;2.5;;new;;0;;0;howToRemoveAllBlankLines_searchForSAndReplaceWithNothing;2020-08-11 10:58:20;systemUnknown
2829;windows;command;how to kill a process listening to a port;"(run windows cmd as administrator)
netstat -ano | findstr :3001
(shows LISTENING NNNNN)
taskkill /PID NNNN /F";;;;;2.5;;new;;0;;0;howToKillAProcessListeningToAPort_runWindowsCmdAsAdministratornetstatAnoFindstr31showsLISTENINGNNNNNtaskkillPIDNNNNF;2020-08-12 04:20:42;systemUnknown
2830;React;code;what is the syntax of a function component;"const Header = ({ title }) => { 
	return (";;;;;2.5;;new;;0;;0;whatIsTheSyntaxOfAFunctionComponent_constHeaderTitleReturn;2020-08-12 15:05:42;systemUnknown
2831;developerPanel;tip;how debug through code;"``` include the statement `debugger;` in the text";;;;;2.5;;new;;0;;0;howDebugThroughCode_includeTheStatementDebuggerInTheText;2020-08-12 15:05:42;systemUnknown
2832;React;code;what is the syntax of a class component;"class Header extends React.Component { 
	render() {";;;;;2.5;;new;;0;;0;whatIsTheSyntaxOfAClassComponent_classHeaderExtendsReactComponentRender;2020-08-12 15:05:42;systemUnknown
2833;git ;command;if you've deleted files to workspace, how can you get them back;git checkout head .;;;;;2.5;;new;;0;;0;ifYouveDeletedFilesToWorkspaceHowCanYouGetThemBack_gitCheckoutHead;2020-08-13 16:08:06;systemUnknown
2834;git;paired command;delete all files from directory (`public`) to workspace, then pull them back from workspace;``` `find public -mindepth 1 -delete` then `git checkout head public`;;;;;3.63;;testing;2020-09-09 03:37:44;1;;0;deleteAllFilesFromDirectoryPublicToWorkspaceThenPullThemBackFromWorkspace_findPublicMindepth1DeleteThenGitCheckoutHeadPublic;2020-08-13 16:08:06;systemUnknown
2835;linux;command;delete all files recursively in a directory (e.g. `dist`) without deleting the directory;find dist -mindepth 1 -delete;;;;;3.26;;testing;2020-09-09 03:48:19;1;;0;deleteAllFilesRecursivelyInADirectoryEgDistWithoutDeletingTheDirectory_findDistMindepth1Delete;2020-08-13 16:08:06;systemUnknown
2836;vscode;setting;how to make the respository name always appear;[[ctrl-,]], alwaysShowRepositories, check it;;;;;2.5;;new;;0;;0;howToMakeTheRespositoryNameAlwaysAppear_ctrlAlwaysShowRepositoriesCheckIt;2020-08-14 21:01:33;systemUnknown
2837;git;command;rename the commit message you just committed;"`git commit --amend -m ""get jquery test to work""";;;;;3.4;;testing;2020-09-09 03:51:49;1;;0;gitCommitAmendMGetJqueryTestToWork_;2020-08-20 05:52:40;systemUnknown
2838;vscode;shortcut;open command line window in project directory;CTRL-SHIFT-C;;;;;2.5;;new;;0;;0;openCommandLineWindowInProjectDirectory_ctrl shift c;2020-09-01 17:09:47;systemUnknown
2839;vscode;shortcut;flip between tabs easily;``` `ctrl-`, `scrollToSwitchTabs`, then mouse wheel on tabs;;;;;2.5;;new;;0;;0;flipBetweenTabsEasily_ctrlScrollToSwitchTabsThenMouseWheelOnTabs;2020-09-01 17:09:47;systemUnknown
2840;php;people;who wrote Drupal and when;Dries Buytaert, 2001;;;;;2.5;;new;;0;;0;whoWroteDrupalAndWhen_driesBuytaert21;2020-09-03 23:38:53;systemUnknown
2841;php;frameworks;which framework was inspired by Ruby on Rails;CakePHP;;;;;2.5;;new;;0;;0;whichFrameworkWasInspiredByRubyOnRails_cakePHP;2020-09-04 11:13:05;systemUnknown
