id,title,body,extras,systemWhenCreated,systemWhoCreated
74,Router/Fritzbox Problem von Andreas Pelekies,"- vorheriger Titel: Probleme mit VoIP Installation lösen: Hallen, Andreas und zwei neue Telefonanlagen
- zu erledigen:
	- Hallen im Telefon
	- Telefon am Arbeitsplatz von PV
	- Telefon an dem unbesetzten Arbeitsplatz
	- AP Problem mit Telefon
- ich an Herrn Weichert
	--------------------------
	seit der VoIP-Umstellung merken wir, dass bei Telefonaten mit Herrn Dill, wir unsere Stimme während des Telefongesprächs hallend im Hintergrund hören. Bisher ist uns dies nur während Gesprächen mit Herrn Dill aufgefallen und bei keinen anderen Gesprächen. Herr Dill hat mir gesagt von ihm aus hört er keine hallende Stimme.
	--------------------------
- Herrn Weichert sagte, wir müssen den anderen fragen
- ich an Thomas:
	--------------------------------
	seit der VoIP-Umstellung merken wir, dass bei Telefonaten mit Michael, wir unsere eigenen Stimme während des Telefongesprächs hallend im Hintergrund hören. Bisher ist uns dies nur während Gesprächen mit Michael aufgefallen. Michael hat mir gesagt von ihm aus hört er keine hallende Stimme.

Herr Weichert sagte mir, ich musste mit dem Mitarbeiter sprechen, der die Telefon-Anlage ausgetauscht hat. Hast du seine Kontaktdaten? 
	--------------------------------
- Thomas schrieb:
	-----------------------------------
	das ist die Firma moontelecom, Herr Ohlig, Telefonnummer in Vemas.
Bitte sag ihm gleich noch folgendes:

1.	Wir brauchen ein Telefon am Arbeitsplatz von PV
2.	Wir brauchen ein Telefon an dem unbesetzten Arbeitsplatz
3.	Telefon an dem unbesetzten Arbeitsplatz hat mit seinem Telefon ein Problem, siehe ""I:\IT\Hardware\Kommunikationstechnik\Telefonanlage\Nebenstelle-65-AP\Telefon nach Umstellung.msg""
	------------------------------------------
- Andreas wegen seines Telefons
	----------------------------------
	Es klappt doch noch nicht alles: Die Rufnummer des Anrufers wird nicht übermittelt. 
Es sieht bei mir immer so aus, als ob ich mich selbst anrufe. Ich habe daher bereits (leider) mit 
meinen Kindern geschimpft, da ich ihnen nur für Notfälle gestattet hatte, mich auf die Art
anzurufen. Anscheinend werden nun aber auch die Anrufe aller anderen (auch von Michael)
so angezeigt, als ob dies ein Kinder-Notfall wäre. Dies ist insofern sehr unglücklich, da ich keine
Chance habe, irgendjemanden zurückzurufen…
Und die Anruflisten funktionieren auch immer noch nicht. Ich kann ausschließlich sehen, wen
ich angerufen habe. Wer mich angerufen hat, wird nicht erfasst. Also daher auch keine Rückruf-
möglichkeit.
	----------------------------------
- ich an Thomas:
	-------------------------------------
	leider finde ich weder moontelecom noch ohlig im Vemas, z.B. mit „moon“ oder „ohlig“ als Zusatzstichwort.
Ist er schon eingetragen?
	------------------------------------
- Firma moontelecom, Herr Ohlig anrufen: 030 / 26 55 55 55
	- habe mit einem Salesmitarbeiter gesprochen
	- wir sollen eine E-Mail schreiben an service@moontelecom.de
		- 1. wir brauchen zwei Telefone, wie heissen sollen und welche durchwahl
		- 2. Problem: Hallen im Telefon wenn wir Michael Dill anrufen (-69)
		- 3. Problem: bei Andreas Pelekies sieht man nicht die Nummer des Anrufers
- ich an Thomas:
	--------------------------------
	können wir telefonisch folgende E-Mail besprechen, bevor ich sie an moontelecom sende?


Betreff: 2x Telefon Bestellung und 2x Fragen

Sehr geehrtes moontelecom-Team,

letzte Woche war Ihr Mitarbeiter Herr Ohlig bei uns im Haus und hat VoIP installiert. Hierzu hätten wir eine neue Bestellung und zwei Probleme zu melden:

1. Wir benötigen zwei neue Arbeitsplatz-Telefone vom Typ Openstage 30T:
	- Paul Venneklaas – 70
	- Gast Arbeitsplatz #1 – 71
2. Problem: Wenn wir vom den Mitarbeiter Michael Dill anrufen (-69) von innerhalb der Firma, wird der Anruf weitergeleitet auf seinem Handy. Danach hören wir unsere eigene Stimme hallend im Hintergrund. Herr Dill hört kein Echo.

3. Problem: Beim Mitarbeiter Andreas Pelekies (-65) gibt es das Problem, dass die Rufnummer des Anrufers nicht übermittelt wird.
	-----------------------------------
- Thomas hat für mich einen Zugang zur Telefonanlage einrichtet, login und Passwort im Keepass
	- um die Liste von Durchwahlnummer zu finden
		- License Management
		- TDM User
		- Items per page: 100
- E-Mail an service@moontelecom.de
	-----------------------------------------
	letzte Woche war Ihr Mitarbeiter Herr Ohlig bei uns im Haus und hat VoIP installiert. Hierzu hätten wir eine neue Anfrage und zwei Probleme zu melden:

1. Wir benötigen zwei Telefonanschlüsse an Arbeitsplatzen (die Telefone sind von moontelecom bereits geliefert)
				- Paul Venneklaas – 56
				- Gast – 62
2. Problem: Wenn wir den Mitarbeiter Michael Dill anrufen (-69) von innerhalb der Firma, wird der Anruf weitergeleitet auf seinem Handy. Danach hören wir unsere eigene Stimme hallend im Hintergrund. Herr Dill hört kein Echo.

3. Problem: Beim Mitarbeiter Andreas Pelekies (-65) gibt es das Problem, dass die Rufnummer des Anrufers nicht übermittelt und nicht gespeichert wird.
	---------------------------------------
- warte bis sich moontelecom meldet
- sie habe sich nicht gemeldet
- Wenke schrieb:
	----------------------------
	Kannst bitte noch prüfen, warum Andreas Pelekies seit der Umstellung vor ein paar Wochen die eingehenden Anrufnummern nicht sehen kann? Er sieht nur, dass jemand angerufen hat, aber die Nummer wird nicht übertragen Nicht, dass das in Willmine dann auch so ist..
	-----------------------------
- ich an Wenke:
	---------------------------
	ja, das ist eine Frage auf meiner Liste für Herrn Ohlig bei Firma moontelecom, die Firma, die unsere VoiP eingebaut hat, aber die sind leider nicht sehr e-mailmäßig kommunitiv und Herr Ohlig schwer erreichbar. 

Ich habe gerade nochmal angerufen und Druck gemacht. Die Technikabteilung wird sich bei mir melden. Ich bleibe dran.
	----------------------------
- 2019-08-13 ich an moontelecom:
	------------------------------------------
	zu dem u.g. E-Mail brauchen wir auch doch zwei UP0-Endgeräte für die zwei u.g. Telefonanschlüsse (Paul Venneklaas – 56 und Gast – 62).

Müssen wir diese Anschlüsse im Octupus FX Assistant einrichten oder machen Sie das?
	-------------------------------------------
- 2019-08-23 ich angerufen
	- habe mit Valentin Kopf (Azubi) gesprochen, er hat die Mail gefunden und sagte, es war noch nicht bearbeitet
	- sie schicken uns ein Angebot
	- die Technikabteilung wird sich bei mir melden
- 2019-08-26 moon Telekom hat geschrieben, Valentin Kopf:
	--------------------------------------
	leider konnte ich Sie telefonisch nicht erreichen. Im Anhang finden Sie das Angebot der zwei benötigten UP0 Endgeräte. Wir haben aus der Ferne keinen Zugriff auf Ihr System und werden alle von Ihnen gewünschte Änderungen vor Ort erledigen. Bei Fragen stehen wir Ihnen gerne zur Verfügung. Ich melde mich am Dienstag, den 27.08.2019 bezüglich einer Terminvereinbarung.
	--------------------------------------
	- Angebot hier: `Z:\TASKS\20190826_moonTelekomZweiNeueTelefone\moontelecom Angebot.pdf`
- habe Uwe gefragt, wie der Bestellprozess abläuft
	- in Grunde genommen: wenn es um Bestellungen geht, immer eine cc-Mail an Procurement
- habe ich Thomas gesprochen
	- er sagt, wir haben für moontelecom geplannt:
		- Integration con Standort Gerswalde (Willmine)
		- Übernahme der Einrichtung der TK-Anlagen durch moontelecom
		- Zusätzliche 10 IP-Telefone (schon geliefert)
		- 2 weitere Telefone für Arbeitsplätze (Paul und Gastplatz)
- ich habe in der moontelecom-Box im Serverraum geschaut, und wir haben nur noch drei IP-Telephongeräte: 12, 13, 14
	- Unify OpenScape Desk Phone CP400
- ich an Herrn Dill:
	-----------------------------
	Thomas und ich waren überrascht zu sehen, dass in der moontelecom-Box auf dem Schrank im Serverraum, dass es nur noch 3 von den 10 IP-Telefongeräte gibt. Haben Sie die andere 7 IP-Telefongeräte schon mit nach Willmine genommen?
	-----------------------------
	- ich habe Herrn Dill angerufen, er sagte, er hat eine Kiste in Willmine mit mindestens 5 IP-Telefongeräte drin
- .. schreib moon telekom mit den Punkten von Thomas
	---------------------------------------
vielen Dank für das Angebot.

Wir hätten aber eine Frage dazu:

1. Wir haben zur Zeit nur UP0 Telefongeräte bei unserem Büro in Berlin im Einsatz. Wir haben aber drei unbenütze IP-Telefongeräte noch (Unify OpenScape Desk Phone CP400), die Sie uns geliefert haben. Können wir diese IP-Geräte für die neue Arbeitsplätze verwenden statt neue UP0 Telefongeräte zu verwenden?

Andere Themen, die noch offen sind:

2. Problem: Echo im Telefon wenn wir Michael Dill anrufen (-69)
3. Problem: bei Andreas Pelekies sieht man nicht die Nummer des Anrufers. Wir möchten nicht, dass dieses Problem bei den Telefongeräten in Willmine auftritt.
	---------------------------------------
- Konaktpersonen
	- Herr Richter (Geschäftsführer)
	- Herr Ohlig (Techniker)
	- Herr Valentin Kopf (Auszubildender)
	- Herr Otto (Techniker)
- 2019-08-27 Herr Richter hat angerufen
	- 1. es wäre kein Problem, die zwei IP-Telefongeräte zu verwenden für die zwei Telefone
		- Lizenzen sind vorhanden
		- TDM und UP0 sind das gleiche
	- 2. das Echo ist ein Netzbetreiberproblem
		- hängt davon ab, was für ein das ist, z.B. E-Plus, O2 sind haben eher schlechte Qualität
		- wenn Techniker da ist, wird er das prüfen, z.B. Herrn Dill anrufen
	- 3. Problem, dass Herr Pelekies den Anrufer nicht sieht
		- der Techniker, der kommt wird das anschauen, hängt davon ab:
			- was für ein Telefon hat er
			- wie es verbunden wird
		- dies Problem werden wir nicht in Willmine haben
	- E-Mail zum Termin am Montag			
		---------------------------------------------------
		vielen Dank für das Gespräch. Ich bestätige den Termin für das Einrichten von zwei Telefonen, allerdings für Montag, den 02.09. um 12 Uhr wie telefonisch besprochen.
		---------------------------------------------------
- Andreas hat geschrieben:
	------------------------------
	Nach Rücksprache mit Michael möchte ich noch einmal nach dem Status der Problemlösung meines Telefonanschlusses fragen.

Nochmals die aktuellen Probleme:

•	Sprachverbindung ist nicht stabil. 
Wenn die einmal läuft ist zwar alles gut, es kann aber vor dem nächsten Anruf wieder zu Abbrüchen kommen. Dann klingelt zwar das Telefon bzw. die Gegenseite, es wird jedoch keine Sprache übertragen. Erst ein paar Minuten später ist die Verbindung wieder hergestellt. Darüber hinaus zeigt mir das Protokoll meiner FritzBox, dass die Verbindung von der Sophos in Berlin regelmäßig beendet wird. Das Telefon zeigt dann jeweils eine Fehlermeldung an (Telefonie nicht verfügbar)
•	Kein Besetztzeichen (Ähnlich Anklopfen nur ohne anklopfen). 
Bei mir klingelt seit der Umstellung der Anlage stets Handy und Telefon gleichzeitig. Telefoniere ich auf einem von beiden, wird kein Besetztzeichen dem Anrufer übermittelt, sondern stets ein Freizeichen. Es geht auch nicht die (auf dem Handy aktivierte) Mailbox ran. Auch ein Anklopf-Signal wird nicht übermittelt. Somit erscheint es dem Anrufer, dass ich einfach nicht erreichbar bin bzw. das Klingeln ignoriere. 
•	Keine Rufnummernübermittlung.
Anders als vor der Umstellung erscheint bei mir auf dem Handy immer nur meine eigene Rufnummer, wenn es klingelt (03097991465). Herauszufinden wer angerufen hat, ist somit nicht möglich.
•	Keine Anruflisten für eingegangene Anrufe.
Das Telefon erfasst eingehende Anrufe nicht. Die entsprechenden Listen sind stets leer. Egal ob interne oder externe Anrufer. Es ist mir somit nicht möglich, verpasste Anrufe zu bearbeiten, da diese einfach nicht existieren.
Anrufer werden von mir mangels Nummer folglich nicht zurückgerufen. 

Die Punkte führen insbesondere bei Michael in letzter Zeit zu vermehrtem Frust, da ich aus seiner Sicht nie erreichbar bin und nie zurückrufe. Was ich gut nachvollziehen kann.
Unabhängig davon gilt dasselbe auch für externe Anrufer – und dies macht einfach kein gutes Bild nach außen – weder von GEFEG noch von mir als Mitarbeiter der GEFEG.

Da Du ja nicht mehr so oft im Büro bist nun die Frage, wer das in Deiner Abwesenheit übernehmen kann. Edward, ich? Mit wem kann man Kontakt aufnehmen? Mit CECON?
	------------------------------
- ich an Andreas:
	----------------------------------------
	ich habe heute morgen mit Herrn Richter von moontelecom über dieses Thema gesprochen. Seine zwei Fragen waren:
1.	Was für eine Telefon hat Andreas Pelekies
2.	Wie ist dieses Telefon verbunden
Da ich seine Fragen in dem Moment technisch nicht beantworten konnte, sind wir so verblieben, dass wenn der Techniker (Herr Otto) am Montag 02.09. kommt, um zwei Telefon bei uns zu installieren, wird er auch dieses Thema auch für Dich erledigen, da er hier vor Ort ist und würde dich dann anrufen und evtl. hier Einstellungen ändern wenn nötig. Und Herr Weichert von Cecon wird auch zu der Zeit bei uns im Haus sein.

Aber es wäre eine gute Idee, denke ich, wenn du bei moontelecom diese Woche noch anrufen würdest und das Problem in Detail vorab erklärst. Am besten mit Herrn Richter (Geschäftsführer) sprechen, sonst mit Herrn Otto, der Techniker, der bei uns sein wird. Ich konnte bisher nie mit einem Techniker bei moontelecom sprechen, denn sie sind immer beschäftigt im Projekt, und Herr Kopf ist nur ein Azubi.

Telefonnummer ist: 030 / 26 55 55 55
	----------------------------------------
- von Andreas:
	--------------------------------
	1.	Ich habe das Unify OpenStage 60 G HFA (dasselbe Modell wie Herr Drauschke)
2.	Es ist über eine Fritzbox 7490 mit dem Internet verbunden, die von diversen Personen der Cecon eingerichtet wurde.

Ich kann da gerne anrufen. Das Problem ist jedoch in der unten angehängten E-Mail bereits beschrieben. Eventuell kannst Du die an Herrn Richter und Herrn Weichert weiterleiten. Es macht aus meiner Sicht Sinn, nur einen zentralen Kontakt für solche Themen zu haben, um das Wissen zu bündeln. Insbesondere, da hier zwei Dienstleister im Boot sind, wird es sonst sehr kompliziert.

Ich stehe für Rückfragen durch die beiden Dienstleister gerne zur Verfügung.
--
Ergänzend dazu noch das Fehlerprotokoll der letzten Tage. Hieran können die Techniker erkennen, dass die Verbindung regelmäßig (bis zu 6 Mal pro Stunde) zusammenbricht.

Das ist für die Techniker ebenfalls eine relevante Information.
	--------------------------------
- hier ist das Fehlerprotokoll: `Z:\TASKS\20190826_moonTelekomZweiNeueTelefone\VPNFehler.pdf`
- ich an Herrn Richter (cc: Herrn Weichert)
	--------------------------------
	zu Ihrer heutigen Fragen zu dem Telefon von Herrn Pelekies (030 / 979914-65): 

Was für ein Telefon hat er:
Unify OpenStage 60 G HFA (dasselbe Modell wie Herr Drauschke)

Wie ist das Telefon verbunden
Es ist über eine Fritzbox 7490 mit dem Internet verbunden, die von diversen Personen der Cecon eingerichtet wurde.

Und hier die genau beschriebene Probleme mit dem Telefon:

1. Sprachverbindung ist nicht stabil.

Wenn die einmal läuft ist zwar alles gut, es kann aber vor dem nächsten Anruf wieder zu Abbrüchen kommen. Dann klingelt zwar das Telefon bzw. die Gegenseite, es wird jedoch keine Sprache übertragen. Erst ein paar Minuten später ist die Verbindung wieder hergestellt. Darüber hinaus zeigt mir das Protokoll meiner FritzBox, dass die Verbindung von der Sophos in Berlin regelmäßig beendet wird. Das Telefon zeigt dann jeweils eine Fehlermeldung an (Telefonie nicht verfügbar)

2. Kein Besetztzeichen (Ähnlich Anklopfen nur ohne anklopfen)

Bei mir klingelt seit der Umstellung der Anlage stets Handy und Telefon gleichzeitig. Telefoniere ich auf einem von beiden, wird kein Besetztzeichen dem Anrufer übermittelt, sondern stets ein Freizeichen. Es geht auch nicht die (auf dem Handy aktivierte) Mailbox ran. Auch ein Anklopf-Signal wird nicht übermittelt. Somit erscheint es dem Anrufer, dass ich einfach nicht erreichbar bin bzw. das Klingeln ignoriere.

3. Keine Rufnummernübermittlung.

Anders als vor der Umstellung erscheint bei mir auf dem Handy immer nur meine eigene Rufnummer, wenn es klingelt (030 / 979914-65). Herauszufinden wer angerufen hat, ist somit nicht möglich.

4. Keine Anruflisten für eingegangene Anrufe.

Anbei bitte finden Sie ein Fehlerprotokoll von dem Telefon (VPNFehler.pdf).

Das Telefon erfasst eingehende Anrufe nicht. Die entsprechenden Listen sind stets leer. Egal ob interne oder externe Anrufer. Es ist mir somit nicht möglich, verpasste Anrufe zu bearbeiten, da diese einfach nicht existieren. 

Unser Kontakt bei der Firma Cecon, die auch mitbeteiligt war dieses Telefon zu installieren, ist Herr Weichert (030/283956-199). Er wird auch am Montag, 02.09. um 12 Uhr hier vor Ort sein, wenn Ihr Techniker, Herr Otto, bei uns im Haus ist. 

Wie können wir so schnell wie möglich diese Probleme beheben? Sind Einstellungen notwendig, die nur hier bei uns vor Ort möglich sind?
	--------------------------------
- ich an Andreas:
	---------------------------------
	so siehe ich das auch, vielen Dank für die genaue Infos. Ich habe sie Herrn Richter und Herrn Weichert erstmal weitergeleitet und bleibe dran. 
	--------------------------------
- haben einen Termin im Kalendar erstellt
	-------------------------------------
	Ein Techniker von moontelecom, Herr Otto, ist bei uns im Haus und hat drei Aufgaben:

1. zwei von unseren im Serverraum vorhandenen IP-Telefone installieren:

Paul Venneklaas – 70
Gast Arbeitsplatz #1 – 71

Herr Weichert ist auch in der Zeit da, falls es Fragen zu verfügbaren IP-Adresse usw. gibt

2. das Problem mit dem Echo anschauen, z.B. wenn wir Herrn Dill anrufen

Das ist ein Netzbetreiberproblem und hängt davon ab, was für ein das ist, z.B. E-Plus, O2 sind haben eher schlechte Qualität. Wenn der Techniker da ist, wird er das prüfen, z.B. Herrn Dill von uns aus anrufen.

3. die Probleme mit dem Telefon von Andreas Pelekies lösen

Der Techniker hat vorab per E-Mail die genaue Beschreibung von den Problemen, und wird das nähe besprechen und anschauen, wenn er da ist, evtl. hier vor Ort Einstellungen ändern, um die Problem zu lösen.
	-------------------------------------
- 2019-10-07 Andreas hat angerufen nach Status, gab mir seine Handynummer, damit Herr Weichert anrufen kann: 0151/10573610
- ich an Herrn Weichert:
	-----------------
	Herr Pelekies wollte wissen was der Stand ist von der Fritzbox/Router-Lösung für ihn. 
	Seine Handy-Nr. lautet 0151/10573610. Wenn Sie Zeit haben, könnten Sie ihn bitte anrufen zu diesem Thema?
	-----------------
- warte bis Herr Weichert Andreas kontaktiert
- Andreas hat ein RED Device (Sophos)
	- WAN Interface, 4-Port Switch
	- ,, schau, dass wenn er das einsteckt, dann wird (Sophos, RED) rot sein","$worked=2019-07-25 13:00 - 2019-07-25 13:30,2019-07-30 14:30 - 2019-07-30 17:00, 2019-07-31 11:00 - 2019-07-31 13:30, 2019-08-13 14:00 - 2019-08-13 15:00, 2019-08-23 11:30 - 2019-08-23 12:00, 2019-08-26 08:30 - 2019-08-26 09:30, 2019-08-26 10:30 - 2019-08-26 13:00, 2019-08-27 10:00 - 2019-08-27 10:30, 2019-08-27 14:00 - 2019-08-27 17:00, 2019-08-28 11:00 - 2019-08-28 13:00, 2019-09-02 12:00 - 2019-09-02 17:00, 2019-10-07 14:00 - 2019-10-07 14:30",2019-07-25 11:41:33,systemUnknown
75,Blacklist Monitoring einrichten,"- von Sebastian:
	---------------------------
	wie besprochen: Bitte finde mit CeCon heraus, ob wir das Erscheinen des GEFEG-Mail-Servers auf irgendwelchen Black-Lists nachverfolgen können.
Im Idealfall möchten wir einen Sonsor unseres Monitorings darauf ansetzen, so dass dieser Alarm schlägt sobald wir auf der Liste landen.

Hier die Bitte eine konkreten Antwort zu erhalten: Nein es geht nicht!
Oder noch viel besser: Das Monitoring einstellen und Vollzug melden.
	---------------------------
- Herr Weichert sagte am Telefon, dass er dran it.
- ,, warte auf Antwort von Herrn Weichert",$worked=2019-07-25 13:30 - 2019-07-25 14:00,2019-07-25 13:17:39,systemUnknown
76,Weiterleitung für Herrn Wald,"- von Lars
	--------------------------------------
	bitte alle E-Mails, die an support@knowhow-edi.de gehen an die unten stehende GMX Adresse weiterleiten. 

	k_e_w@gmx.net	
	--------------------------------------
- Problem:##cantForwardAsk
- to Herrn Weichert
	----------------------------------
	ich habe die Aufgabe E-Mails, die an support@knowhow-edi.de gehen, an eine andere Adresse weiterzuleiten, aber diesen Fehler bekomme ich. Wie kann ich Mails an einer DistributionGroup weiterleiten?
	----------------------------------
- habe k_e_w@gmx.net in die Gruppe hinzufügt",$finished=2019-07-25 13:30 - 2019-07-25 14:00,2019-07-25 13:57:28,systemUnknown
77,Webmail von Herrn Wald funktioniert nicht,"- seine Webmail funktioniert jetzt
- aber seine FTP-Verbindung nicht
	- Fehler: Verbindung nicht erfolgreich
		- versuchte ping 213.61.207.227, das ging
		- versuchte ping backup.gefeg.com, das ging
	- von intern konnte ich rein
- Ports, die im Firewall freigegeben werden müssen
	- 23000 - 23010 (passive port range)
	- 20
	- 21
	- 990 (implicit FTP)
- ich an Herrn Weichert
	--------------------------------
	die Webmail von Herrn Wald funktioniert jetzt aber nicht seine FTP-Verbindung.

	Er meinte, dass unsere Firewall folgende Ports freigeben sollen:
	- 23000 - 23010 (passive port range)
	- 20
	- 21
	- 990 (implicit FTP)
	--------------------------------
- ich an Herrn Weichert:
	-----------------------------
	ich habe mit Herrn Dill gesprochen. Er ist dafür, dass Herr Wald einen VPN-Zugang bekommt, möchte aber, 
	dass wir eine VPN-Gruppe nur für Herrn Wald einrichten mit folgenden Berechtigungen:

	- E-Mail
	- FTP-Zugriff

	Aber sonst soll er nicht überall im Netz kommen, wo andere VPN-Benutzer dürfen.

	Wäre das möglich?
	---------------------------------------
- Herr Weichert hat die Firewall geändert, damit Herr Wald Webmail verwenden kann, und Herr Wald wird VPN benutzen",$finished=2019-07-25 14:00 - 2019-07-25 16:00,2019-07-25 14:00:58,systemUnknown
78,Infos zum Wiederherstellen eines STRATO-Servers,"- Dokumentation zur Wiederherstellung:
	- C:\WORK\documentation_all\Validation.Portal\V35\GEFEG.Portal-InstallationInstructionWin2008-Win2012-64Bit.docx
	- C:\WORK\documentation_all\Validation.Portal\V40\InstallationsanleitungPortal4x.docx
- Backups
	- 192.168.30.31: BAK-01 
		- ist es nicht, nur von Veeam
	- backups sind here: 
		- auf AD01: E:\StratoBackup
		- oder schneller: \\ad-01\StratoBackup",$worked=2019-07-25 16:00 - 2019-07-25 17:00; $finished=2019-07-26 10:00 - 2019-07-26 10:30,2019-07-25 15:49:08,systemUnknown
79,Problem mit allen Backup-Monitoring Probes Rot lösen,"- auf STRATO18 
	- Cobian
	- VaPoStrato28
	- Files
	- Edit
	- Test
	- hat nicht funktioniert
- FTP Server: backup.gefeg.com wieder als 213.61.207.227 ändern
	- STRATO18 Test funktioniert jetzt
- der Grund warm die SVN-Backups keine Fehler hatten war:
	- STRATO27 (TAXUD), \\ad-01\StratoBackup\RepoBackup\svn.taxud.gefeg.com
		- wird nur wöchentlich gesichert
	- STRATO29 (Finbel), \\ad-01\StratoBackup\RepoBackup\svn-finbel.gefeg.com
		- wird nur wöchentlich gesichert
	- STRATO18 (SVN)
		- wird auf STRATO gesichert
	- STRATO16 (CBSA)
		- wird auf STRATO gesichert
- STRATO17 Full test ausführen
	- ,, warte bis Backup fertig ist",$worked=2019-07-26 09:00 - 2019-07-26 10:00,2019-07-26 09:34:16,systemUnknown
80,Problem lösen: Lars Reichel kann sich nicht auf gefeg.com verbinden,"- Lars kann nicht auf gefeg.com verbinden
- AD-01
	- Gruppen hinzugefügt
		- VPN-User
		- Windows SBS-SharePoint-Mitglieder
		- Benutzer des Windows SBS-Remote-Webarbeitsplatzes
- immer noch nicht
- mail an Lars
	-----------------------
	kannst du bitte einmal komplett ausloggen und wieder einloggen, und mir sagen, ob du dann diese Berechtigung hast?
	-----------------------
- warte auf Mail von Lars ob er die Berechtigung jetzt hat
	- es geht immer noch nicht
- Lars alle Gruppen hinzugefügt als Fatty hat
	- es geht immer noch nicht
- mit Ulrike gesprochen
	- man muss auf vemas einloggen, es ist eine .md Datenbank
- mit Melitta gesprochen
	- STRATO20 hat gefeg.com
	- schauen, welche Berechtigungen Lars hat auf dem Rechner
		- Fatty und Lars sind beide locale Benutzer
		- beide since in der Gruppe Users und Zugriff
	- ich habe ein zweites Konto erstellt: 
		- Lars.Reichel2
		- TESTPASSWORT
		- fügte die Gruppe Zugriff hinzu
			- Aber Die Remotverbindung  wurde Verweigert, weil die angegebene Kombination aus Benutzername und Kennwort nicht erkannt wird oder das ausgewählte Authentifizierungsprotokoll nicht für den RAS Server zulässig ist. 
- Fehlermeldung von Lars##cantgefeg
- ich an Herrn Weichert:
	--------------------------------
	wir haben das Problem, dass ein Mitarbeiter sich nicht bei uns auf www.gefeg.com einloggen kann, obwohl we alle Rechte von anderen auf gefeg.com angepasst haben. Wir nehmen an, dass etwas in seinem Active-Directory-Account fehlt. Wenn Sie Zeit haben, können wir das gemeinsam anschauen?
	--------------------------------
- **das Problem war letztendlich, dass er ein Euro-Zeichen im Passwort hatte**","$worked=2019-07-26 12:00 - 2019-07-26 15:00,2019-07-29 08:30 - 2019-07-29 09:30; $finished=2019-07-30 09:00 - 2019-07-30 10:00",2019-07-26 12:50:10,systemUnknown
81,Clément Beaudonnat in EDICeti Mailinglist aufnehmen,"- von Melitta:
	-------------------
	Bitte nehme folgende Person in die o.g. Mailingliste auf:
	Clément Beaudonnat
	clement.beaudonnat@michelin.com
	-------------------
- aufnehmen
	- outlook: https://exc-01.gefegmbh.local/ecp
	- contacts, add mail contact
	- group, add members",$finished=2019-07-30 14:00 - 2019-07-30 14:30,2019-07-30 14:03:44,systemUnknown
82,Mails wegen Verlängerung von din-zugferd-validation.org und bits-standards.org,"- Mail:  din-zugferd-validation.org expiration date: 07/31/2019
- Mail:  bits-standards.org, expiration date: 08/01/2019
- Frag Frank was hier zu tun ist und wie/wer Renewels macht
	- diese sind tatsächliche SPAM-Mails
	- wir haben keine Domains, die ablaufen, sie werden automatisch bezahlt",$finished=2019-07-31 09:00 - 2019-07-31 09:30,2019-07-31 09:14:08,systemUnknown
83,STRATO33 Backup Fail lösen,"- Problem identifizieren
	- schauen, ob es das Cobian-Speicher-Problem ist
		- es scheint der Fall zu sein:
			- cbService.exe = 1.300.600
			- cbVSCService11.exe = 20.492
		- Tasks beendet
		- Services neugestartet in Cobian
		- danach
			- cbService.exe = 4.264
			- cbVSCService11.exe = 2.728
	- Problem gelöst
- 2019-09-05 Backup gescheitert
	- Cobian anschauen auf STRATO33
		- cbService.exe = 1.309.884
		- cbVSCService11.exe = 20.192
	- Tasks beendet
		- Services neugestartet in Cobian
	- danach
		- cbService.exe = 4.260
		- cbVSCService11.exe = 2.832
	- Problem gelöst, Backup wird morgen wieder laufen
- 2019-10-10 Backup gescheitert
	- Cobian anschauen auf STRATO33
		- cbService.exe = 1.304.204
		- cbVSCService11.exe = 19.656
	- Tasks beendet
		- Services neugestartet in Cobian
	- danach
		- cbService.exe = 4.280
		- cbVSCService11.exe = 2.696
	- Problem gelöst, Backup wird morgen wieder laufen","$worked=2019-07-31 09:30 - 2019-07-31 10:00, 2019-09-05 08:30 - 2019-09-05 09:00; $finished=2019-10-10 08:00 - 2019-10-10 08:30",2019-07-31 09:21:27,systemUnknown
84,Neue Festplatte im Lenovo Server installieren ,"- ich an Herrn Weichert:
	------------------------------
	die Festplatte für den Virtualisierungsserver System x3650 M5 haben wir jetzt. Wie kann ich sie installieren?

Und ich habe gesehen, auf dem Display vom Virtualisierungsserver System x3650 M5, steht:""System has encountered 2 errors"".
	---------------------------------
- ,, warte auf Antwort von Herrn Weichert",$worked=2019-07-31 10:30 - 2019-07-31 11:00,2019-07-31 10:01:09,systemUnknown
