id,category,title,rank,body,extras,systemWhenCreated,systemWhoCreated
68,GitHub,Setup basic Java Project in Eclipse,3.7,- )) start with [this tutorial](https://www.ntu.edu.sg/home/ehchua/programming/howto/EclipseJava_HowTo.html),,2019-12-06 09:51:35,systemUnknown
69,GitHub,Try out gitk on Ubuntu,3.5,- )) start with `sudo apt-get install gitk`,,2020-01-21 21:51:17,systemUnknown
70,Svelte,Learn the basics of Svelte,4.9010,- )) start with [the main page](https://svelte.dev/),,2020-02-19 16:04:34,systemUnknown
71,JavaScript Framworks,Learn the basics of Elm,4.9,- )) start with [the main page from Elm](https://elm-lang.org/),,2020-02-19 16:09:50,systemUnknown
72,JavaScript Languages,Learn the basics of PureScript,4.7,- )) start with [PureScript main page](http://www.purescript.org/),,2020-02-19 16:13:55,systemUnknown
73,Mobile Development,Create a simple mobile app with Electron,4.8,- )) start with [the main page from Electron](https://www.electronjs.org/),,2020-02-19 16:18:52,systemUnknown
74,Python,Set up a website with Django/Python,4.4,- )) start with [this tutorial](https://www.fullstackpython.com/django.html),$place=hm,2020-02-20 10:15:23,systemUnknown
75,TypeScript,Get TypeScript running in a node.js web application,4.8,- )) start with [this tutorial](https://itnext.io/how-to-use-node-js-with-typescript-98e16b35518a),,2020-02-21 10:25:14,systemUnknown
76,Mobile,Get a mobile app running in Flutter,3.5,"- ""Flutter is Google’s UI toolkit for building beautiful, natively compiled applications for mobile, web, and desktop from a single codebase.""
	- )) start with [this tutorial](https://flutter.dev)",$place=hm,2020-02-21 10:36:05,systemUnknown
77,Mobile Development,Learn the basics of AMP mobile development,4.5,"- ""AMP is an open-source HTML framework that provides a straightforward way to create web pages that are fast, smooth-loading and prioritize the user-experience above all else.""
	- )) start with [this introduction](https://amp.dev/)",$place=hm,2020-02-21 10:50:56,systemUnknown
78,React,Learn the basics of next.js,4.6,"- ""With Next.js, server rendering React applications has never been easier, no matter where your data is coming from.""
	- ""Next.js comes with styled-jsx included, but it also works with every CSS-in-JS solution you know and love.""
	- )) start with [this main site](https://nextjs.org)",,2020-02-21 10:55:50,systemUnknown
79,JavaScript,Create Showcase for moment.js,3.5,"- start with [the main page](https://momentjs.com/)
		- )) try out the main functionality",,2020-02-24 14:58:29,systemUnknown
80,Screencasts,Try out OBS as a screencaster,4.8,- )) start by [downloading it here](https://obsproject.com/fr/download),$place=hm,2020-02-28 15:05:51,systemUnknown
81,Video Production,Create presentation video with free version of DaVinci Resolve,3.5,"- )) download [DaVinci Resolve Free](https://www.blackmagicdesign.com/products/davinciresolve) 
	- scroll to bottom of page, on left is the button for the free version
- article [Fusion FX stand alone vs Fusion in Resolve](https://forum.blackmagicdesign.com/viewtopic.php?f=21&t=79514)
	- Since the full version of Fusion gets you the full version of Resolve as well, there is no reason to only get Resolve
	- the full version of Resolve will give you only the integrated fusion, not the standalone
	- Fusion in Resolve doesn't support native Fusion plug-ins yet (2018)
	- 2019: Fusion 16 not free anymore, if you want free Fusion, you need to use at least DaVinci Resolve (non-Studio).
	- Pros of DaVinci Resolve is free, no watermarks",$place=hm,2020-02-28 15:23:02,systemUnknown
82,Backups,Install Duplicati backup solution at home,4.2,"- )) download Duplicati [here](https://www.duplicati.com/download)
	- copy to FTP
	- do restore on virtual machine",$place=hm,2020-03-05 17:00:28,systemUnknown
83,React,"Work through tutorial ""Complete React Tutorial for Beginners""",4.9510,"- from Jan 25, 2020, seems to be a one page tutorial by Dave Ceddia, clear, and is kind of an advertisement to take more courses
	- )) start with [this one-page tutorial](https://daveceddia.com/react-tutorial/) 
	- **seems like an advertisement**",,2020-04-02 21:38:43,systemUnknown
84,React,"Work through tutorial ""L'intro à React""",4.9570,"- advantage: this tutorial is in French and English, you can switch back and forth
	- )) start with [this tutorial](https://fr.reactjs.org/tutorial/tutorial.html)
	- it's a simple game and shows what you will be building##thetictic",,2020-04-02 22:14:10,systemUnknown
85,React,Work through this tutorial: LinkedIn L'essentiel de React.js,4.9590,"- published: June 2019
	- created by Damien Bruyndonckx [broo-en-DONKS] who has many other tutorials
- .. watching through once (2h 27m) [L'essentiel de React.js](https://www.linkedin.com/learning/l-essentiel-de-react-js-2/bienvenue-dans-l-essentiel-de-react-js)
	- 2011 Facebook
	- 2012 Instagram
	- 2013 Facebook décide d'open sourcer React
	- React utilise la nouvelle syntaxe ES6 pour les fonctions##newfunctionsyntax
	- c'est une autre version##andthisfunction
	- est cette version##thirdsytqxn
	- le spread operator##spreadoperatorksjdf
	- une autre méthode de passer les paramètres##theparafuncfunc
	- first React page
		-------------------------
		<!DOCTYPE html>
		<html lang=""en"">

		<head>
			<meta charset=""UTF-8"">
			<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
			<title>React1</title>
			<script src=""https://unpkg.com/react@16.7.0/umd/react.production.min.js""></script>
			<script src=""https://unpkg.com/react-dom@16.7.0/umd/react-dom.production.min.js""></script>
		</head>

		<body>
			<div id=""react-root""></div>
			<script>
				ReactDOM.render(
					React.createElement('b', null, 'First React Page'),
					document.getElementById('react-root')
				)
			</script>
		</body>

		</html>
		-------------------------
	- first React page with Babel
		--------------------------
		<!DOCTYPE html>
		<html lang=""en"">

		<head>
			<meta charset=""UTF-8"">
			<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
			<title>React1</title>
			<script src=""https://unpkg.com/react@16.7.0/umd/react.production.min.js""></script>
			<script src=""https://unpkg.com/react-dom@16.7.0/umd/react-dom.production.min.js""></script>
			<script src=""https://unpkg.com/babel-standalone@6.26.0/babel.min.js""></script>
		</head>

		<body>
			<div id=""react-root""></div>
			<script type=""text/babel"">
				ReactDOM.render( 
					<i> this is italics </i>,
					document.getElementById('react-root')
				)
			</script>
		</body>

		</html>
		--------------------------
	- React Component
		----------------------------
		<!DOCTYPE html>
		<html lang=""en"">

		<head>
			<meta charset=""UTF-8"">
			<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
			<title>React1</title>
			<script src=""https://unpkg.com/react@16.7.0/umd/react.production.min.js""></script>
			<script src=""https://unpkg.com/react-dom@16.7.0/umd/react-dom.production.min.js""></script>
			<script src=""https://unpkg.com/babel-standalone@6.26.0/babel.min.js""></script>
		</head>

		<body>
			<div id=""react-root""></div>
			<script type=""text/babel"">

				class DisplayIntroduction extends React.Component{
					render() {
						return (
							<div class=""main"">
								<h1>This is a React component.</h1>
							</div>
						)
					}
				}

				ReactDOM.render( 
					<DisplayIntroduction/>,
					document.getElementById('react-root')
				)
			</script>
		</body>
		</html>
		----------------------------
	- function component
		--------------------------
		<script type=""text/babel"">
			const DisplaySummary = () => <h1>This is the summary.</h1>
			ReactDOM.render( 
				<DisplaySummary/>,
				document.getElementById('react-root')
			)
		</script>
		--------------------------
	- you have to use className instead of class in elements, because you are in JavaScript
	- how to pass a property
		--------------------------------
		class DisplayTitle extends React.Component {
			render() {
				return (
					<p>This is the text: <b>{this.props.title}</b></p>
				)
			}
		}

		ReactDOM.render( 
			<DisplayTitle title=""hello""/>,
			document.getElementById('react-root')
		)
		--------------------------------
	- how to pass multiple properties, string and number
		----------------------------------
		class DisplayTitle extends React.Component {
			render() {
				return (
					<div>
						<p>This is the text: <b>{this.props.title}</b></p>
						<h1>Current Version: {this.props.version + 1}</h1>
						<h1>Next Version: {this.props.version + 1}</h1>
					</div>
				)
			}
		}

		ReactDOM.render( 
			<DisplayTitle title=""hello"" version={23}/>,
			document.getElementById('react-root')
		)
		----------------------------------
	- functional components with parameters
		----------------------------
		const DisplayTitle = (props) => {
			return (
				<div>
					<h1>{props.title}</h1>
					<div>Current version: {props.version}</div>
					<div>Next version: {props.version+1}</div>
				</div>
			)
		}

		ReactDOM.render( 
			<DisplayTitle title=""hello"" version={23}/>,
			document.getElementById('react-root')
		)
		----------------------------
	- functional components with named-parameters
		-----------------------------
		const DisplayTitle = ({title, version}) => {
			return (
				<div>
					<h1>Title: {title}</h1>
					<div>Current version: {version}</div>
					<div>Next version: {version+1}</div>
				</div>
			)
		}

		ReactDOM.render( 
			<DisplayTitle title=""hello"" version={23}/>,
			document.getElementById('react-root')
		)
		-----------------------------
	- input and onChange
		-----------------------------
		class DisplayMain extends React.Component {

			constructor(props) {
				super(props);
				this.state = {
					mainVersion : '2.2.0'
				}
				this.changeVersion = this.changeVersion.bind(this);
			}              

			changeVersion(e) {
				this.setState({
					mainVersion : e.target.value
				})
			} 

			render() {
				return (
					<section>
						<div>here is the text</div>
						<div>Version: {this.props.version}</div>
						<div>Main Version: {this.state.mainVersion}</div>
						<div><input type=""text"" value={this.state.mainVersion} onChange={this.changeVersion}/></div>
					</section>
				)

			}
		}

		ReactDOM.render( 
			<DisplayMain title=""hello"" version={23}/>,
			document.getElementById('react-root')
		)
		-----------------------------
	- Create React App
		- command line as administator
			- `npm install -g create-react-app`
			- `create-react-app todo-list`
			- `cd todo-list`
			- `npm start
		- delete all except index.js
			- delete all except first two lines
	- for .js files, change to JavaScript React in lower-righthand-corner
	- React Icons
	- `npm install bootstrap react-icons jquery popper.js --save`
- QUESTIONS
	- how to use the React Developer tools, they are different than in the video and show less information##lessreactshow
		- in video this is how it is:##reactseconok
		- the author gets more information##getsmoreinfofo
		- STACKOVERFLOW: [How to get new (2020) React Developer Tools to show elements as old version did?](https://stackoverflow.com/questions/61138104/how-to-get-new-2020-react-developer-tools-to-show-elements-as-old-version-did)",,2020-04-02 22:33:12,systemUnknown
86,Netlify,Get a free account and set up a quick site at Netlify,3.5,- )) start with [the Netlify site](https://www.netlify.com/),,2020-04-17 11:11:01,systemUnknown
87,JAMStack,Learn the basics of JAMStack,3.5,"- )) start with [this tutorial](https://www.freecodecamp.org/news/jamstack-full-course/)
	- you should be able to get a free account at Netlify to host it",$place=hm,2020-04-17 11:36:15,systemUnknown
88,Webpack,Get simple Webpack site going,4.8,"- start with [this tutorial](https://medium.com/@ahsan.ayaz/beginners-guide-to-webpack-how-to-start-a-basic-application-with-webpack-2-ebed3172fa8c)
	- `npm install -g webpack webpack-dev-server`
	- create folder `webpacktest` and enter with VSCode
	- in it `npm init`
	- make basic HTML page as `index.html`
		----------------------
		<!DOCTYPE html>
		<html lang=""en"">

		<head>
			<meta charset=""UTF-8"" />
			<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"" />
			<title>Test</title>
			<link rel=""stylesheet"" type=""text/css"" href=""/css/main.css"" />
		</head>

		<body>
			<h1 class=""title"">Webpack works.</h1>
			<script src=""dist/bundle.js""></script>
		</body>

		</html>
		----------------------
	- make `css/main.css` file
		-----------------------------
		.title {
			color: navy;
			font-size: 23px;
			background-color: #eee;
		}
		-----------------------------
	- make `main.js` file
		------------------
		console.log(""Hello webpack. Demo works"");
		------------------
	- make `webpack.config.js`
		--------------------
		const path = require(""path"");

		module.exports = {
			entry: ""./main.js"",
			output: {
				path: path.resolve(__dirname, ""dist""),
				filename: ""./bundle.js""
			},
			mode: ""development"",
			watch: true,
			watchOptions: {
				ignored: /node_modules/
			}
		};
		--------------------
	- then `webpack`",$place=hm,2020-04-18 14:18:12,systemUnknown
89,Git,Work through the Git Cookbook,3.5,- )) work through [this book](https://github.com/miollek/Free-Git-Books/blob/master/book/Git%20Version%20Control%20Cookbook.pdf),,2020-04-20 17:47:23,systemUnknown
90,React,"Create a React site, push to Github, and publish to Netlify",4.8,"- create React site locally
	- go to webs directory
	- `npx create-react-app reacttest`
	- enter directory with vscode
	- `npm start`
	- `src\App.js`
		-----------------------------
		function App() {
			return (
				<div className=""App"">
					<h1>Welcome to this site.</h1>
				</div>
			);
		}
		-----------------------------
	- `settings.json`
		---------------------
		""emmet.includeLanguages"": {
			""javascript"": ""javascriptreact""
		},
		---------------------
	- `src\App.css`
		-----------------------
		.App {
			margin: 20px;
		}
		-----------------------
- upload to Github repository
	- rename above directory to `reacttest_move`
	- on Github, create new repository `reacttest*
	- clone the repository locally: `git clone https://github.com/edwardtanguay/reacttest.git`
	- copy files from `reacttest_move` to `reacttest`
	- delete old directory `reacttest_move`
	- `git add *`
	- `git commit -m initial`
	- `git push`
- create site at Netlify
	- go to https://www.netlify.com
	- [[Get started for free]]
	- [[Github]]
	- [[New site from Git]]
	- [[Github]] again
	- choose repository you want to import
	- [[Deploy Site]]
	- visit at the Netlify url
	- this above instructions work very well to here, setting up domain is a bit more involved
- set up custom domain
	- click **Set up custom domain**
	- copy the Netlify URL that was generated
	- on your hosting provider, in cpanel, search for `cname`
	- click on [[+ CNAME RECORD]]
	- NAME, e.g. `dpodreact.tanguay.info`
	- CNAME, e.g. `friendly-kilby-497d1b.netlify.app`
	- click below on [[Verify DNS configuration]]
	- it can take up to 48 hours to propogate
		- you can check it here: https://www.whatsmydns.net
	- ,, waiting for Stackoverflow answer
		- [How to do I get my free Netlify subdomain to connect via CNAME to my domain?](https://stackoverflow.com/questions/61414871/how-to-do-i-get-my-free-netlify-subdomain-to-connect-via-cname-to-my-domain)
	- ,, waiting for Netlify Community answer
		- [How to do I get my free Netlify subdomain to connect via CNAME to my domain?](https://community.netlify.com/t/how-to-do-i-get-my-free-netlify-subdomain-to-connect-via-cname-to-my-domain/13267)
	- at Netflify
		- add domain name
		- then add this info##creatednsatnetfl
		- but then it wanted me to change my domain servers:##
	- wrote back at [How to do I get my free Netlify subdomain to connect via CNAME to my domain?](https://community.netlify.com/t/how-to-do-i-get-my-free-netlify-subdomain-to-connect-via-cname-to-my-domain/13267)
		---------------------
		Thanks, but when I worked through those steps, the third step wanted me to update the domain servers of my entire tanguay.info site--I have many other sites there--so that they are all pointing to netlify.
		It is possible to simply have
		--- dpodreact.tanguay.info
		point to:
		--- dpodreact.netlify.app
		while still having tanguay.info and other sites like tanguay.info/run continue to point to my present server hosting company, i.e. A2Hosting?
		---------------------
	- ,, wait for response from Netlify",,2020-04-20 20:36:13,systemUnknown
91,Parcel,Set up a quick site with Parcel,3.5,"- watching [this video](https://www.youtube.com/watch?v=b-6BeS-22yw)
- in vscode, goto new directory parcel4
- `npm i -g parcel-bundler`
- `npm init -y`
- `touch index.html module1.js module2.js`
- in `index.html`
	- ! boilerplate
	- `<script src=""module1.js""></script>`
- `parcel index.html`
- goto `http://localhost:1234/`
- add `<h1>Test</h1>`, it refreshes
- in module1.js
	- `console.log('mod1');
- see that it shows
- load in Babel (**didn't work**)
	- `touch .babelrc`
	- `npm i -D babel-preset-stage-3`
	- didn't work: stage-3 is discontinued and stage-2 didn't work
	- trying this
		- `npm install --save-dev @babel/preset-stage-3`
		- then `.babelrc`
			----------------------
			{
				""presets"": [
					""@babel/preset-stage-3""
				]
			}
			----------------------
	- didn't work either
- install React
	- `npm i -S react react-dom`
- in `index.html`:
	- add: `<div id=""app""></div>`
- in **module1.js**:
	--------------------------
	import React from 'react';
	import ReactDom from 'react-dom';

	ReactDom.render(<h1>React works.</h1>,
		document.getElementById('app')
	);
	--------------------------
- %% works except for Babel",$place=hm,2020-04-24 22:22:24,systemUnknown
92,Mysql,Install and Use MySQL on Windows,3.5,"- install
	- https://www.mysql.com/downloads
	- MySQL Community (GPL) Downloads
	- MySQL Community Server
	- Go to download page
	- first option 
	- click no thanks
	- execute
	- Developer Default
	- [[Execute]]
		- install everything it wants to
	- [[Next]] 
	- [[Execute]]
	- Standalone
	- Development Computer
	- password: `test`
	- click through rest
- use from command line
	- `cmd`
	- `cd C:\Program Files\MySQL\MySQL Server 8.0\bin`
	- `mysql -uroot -p`
	- `show databases;`
- use from MySQL Workbench
	- `mysql workbench download`
	- install
	- was not able to install
		- [this article](https://www.prajwaldesai.com/system-administrator-has-set-policies-to-prevent-installation/) fixed it
		- make sure to run `gpupdate /force` at the end
	- run
	- select MySQL80
	- edit data (tables need an ID)
- %% everything installed and Workbench is quite robust",$place=hm,2020-04-25 00:27:10,systemUnknown
93,MySQL,Install MySQL on Ubuntu,3.5,"- `mysql`, get message
- `sudo apt-get install mysql-server...` (whatever it says)
- ,, try this on a docker image instead of a VM (errors)",$place=hm,2020-04-25 01:26:14,systemUnknown
94,Node,Read data from Docker MySQL database with Node.js,3.5,"- setup mysql in docker container
	- `docker pull mysql`
	- `docker run --name main5mysql -p 3406:3306 -e MYSQL_ROOT_PASSWORD=pass -d mysql
- install MySQL Workbench
	- [download here](https://dev.mysql.com/downloads/workbench)
	- make a database called ""learndata""
	- add a table called ""flashcards"" with columns id, front, back
- make node app
	- new directory in vscode
	- `npm init -y`
	- `npm i mysql2`
	- create `app.js`
		-------------------------
		const mysql = require('mysql2');

		const connection = mysql.createConnection({
			host: 'localhost',
			port: 3406,
			user: 'root',
			password: '',
			database: 'learndata'
		});

		connection.connect((err) => {
			if (err) throw err;
			console.log('connected');

			connection.query('select * from flashcards', (err, results) => {
				if (err) throw err;
				console.log(results);

				for (const item of results) {
					console.log(item.front);
				}
			});

			connection.end();
		});
		-------------------------
- install Sequelize
	- `npm i sequelize`
	- add this code
		---------------------------
		const sequelize = new Sequelize({
			host: 'localhost',
			port: 3406,
			user: 'root',
			password: 'pass',
			database: 'nodetest',
			dialect: 'mysql'
		});

		sequelize
			.authenticate()
			.then(() => {
				console.log('connected to sequelize');
			})
			.catch((err) => {
				console.log(err);
				process.exit(1);
			});
		---------------------------
	- gets error `[SequelizeConnectionError]: Server requests authentication using unknown plugin sha256_password.`
- )) fix sequelize error
	- [MySQL 8.0 - Client does not support authentication protocol requested by server; consider upgrading MySQL client](https://stackoverflow.com/questions/50093144/mysql-8-0-client-does-not-support-authentication-protocol-requested-by-server)
	- )) downgrade to SQL Server below 8.0",$place=hm,2020-04-25 02:10:04,systemUnknown
95,Docker,Install Docker,4.5,"- I had installed Docker and on my Windows 10 
	- I realized that I couldn't use Virtual Box anymore
	- so I made some change so I could use Virtual Box
	- but then Docker didn't start anymore
- now I want to use Docker instead of Virtual Box
	- I deinstalled Docker
	- I'm reinstalling docker now: Docker Desktop Installer.exe
	- it asks me this:##dockaskme
	- here's a [good explanation from 2018](https://medium.com/@javier.ramos1/docker-windows-vs-linux-1bb26d8090b3)
		- With Windows 10 Pro, Microsoft introduced the Hyper-V, which is a super fast virtualization tool, Docker for Windows was launched for Windows 10 Pro, to run containers much faster and easier, but you need Windows 10 Pro, Home will not work.
		- When Windows Server 2016 was launched, it was re architecture to support a kind of isolated process, so it can run Docker natively without Hyper-V or any virtualization. As of today, Windows Server 2016 is the only windows system that support native containers, however, the most basic image is 5GB big which is not very efficient.
		- Windows server runs Windows containers natively and uses Hyper-V for Linux.
		- Also, when you run Windows Containers you cannot run Linux ones, so you have to choose one or the other. Since 99% of the images are Linux base, and .NET can run on Linux, Windows containers are not that useful.
		- Use Linux for Containers, it is always the best option.
		- Windows 10 Pro with Hyper-V is a good option to run in your PC/Laptop, but Linux will always be better
		- There is no support for Windows containers in most cloud providers or Kubernetes.
			- Apparently with Windows 2019 this is no longer true.
	- [article on Docker](https://forums.docker.com/t/hyper-v-or-native-windows-containers/44631)
		- No, on Windows 10 only Hyper-V isolation is available. The Windows 10 kernel configuration is a little different from the Windows Server kernel configuration, so Hyper-V isolation is required.
- ok, since Linux is obviously the default and since I can change it later, I left this book unclicked and **will use Linux containers**
- Docker installed
- reboot
- VirtualBox still works, surprisingly
- but in PowerShell
	- `docker version` works
	- `docker run hello-world`
-",$place=hm,2020-04-25 11:31:04,systemUnknown
96,JSON,Import JSON via web with Node,4.5,"- vscode
- create directory `jsontest`
- `npm init -y`
- `npm i request`
- create `test.js`
	-----------------------
	const request = require('request');

	function fetchData(callback) {
		request.get('http://mysafeinfo.com/api/data?list=englishmonarchs&format=json', (err, raw, body) => {
			return callback(err, JSON.parse(body));
		});
	}

	fetchData((err, data) => {
		if (err) throw err;
		console.log(data);
	});
	-----------------------
- `node test.js`
- %% simple and works",$place=hm,2020-04-25 13:21:48,systemUnknown
97,Webpack,Setup React site with Webpack,4.7,"- working through [this video](https://www.linkedin.com/learning/webpack-for-react-applications/webpack-configuration-load-assets)
- basic site with Webpack
	- vscode
	- create directory
	- `npm i -g yarn`
	- `yarn init -y`
	- `yarn global add webpack@2.6.1`
	- `src`
		- make `app.js` with console.log
	- make `webpack.config.js`
		----------------------
		module.exports = {
			entry: './src/app.js',
			output: {
				filename: 'app.bundle.js'
			}
		}
		----------------------
	- `webpack`
		- it created `bundle.js`
	- create `dist/index.html`
		--------------------
		<!DOCTYPE html>
		<html lang=""en"">

		<head>
			<meta charset=""UTF-8"">
			<meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
			<title>Webpack Site</title>
		</head>

		<body>
			<p>Hello from Webpack.</p>
			<script src=""app.bundle.js""></script>
		</body>

		</html>
		--------------------
	- open with Live Server
- configure Webpack for relative path
	- change `webpack.config.js`
		------------------------------
		const webpack = require('webpack');
		const path = require('path');

		const BUILD_DIR = path.join(__dirname, 'dist');
		const APP_DIR = path.join(__dirname, 'src');

		const config = {
			entry: APP_DIR + '/app.js',
			output: {
				path: BUILD_DIR,
				filename: 'app.bundle.js'
			}
		}

		module.exports = config;
		------------------------------
	- `yarn add webpack@2.6.1 -D`
	- `webpack`
- add first run script
	- in `package.json` add:
		-------------------------
	    ""scripts"": {
			""dev"": ""webpack -d""
		},
		-------------------------
	- `yarn run dev`
- install Babel
	- `yarn add babel-loader babel-preset-es2015 babel-preset-react -D`
	- `yarn add babel-core -D`
	- `yarn add babel-loader@7 -D`
	- `touch .babelrc`
		----------------------------
		{
			""presets"": [""es2015"", ""react""]
		}
		----------------------------
	- add to `webpack.config.js`:
		----------------------------
		module: {
			loaders: [
				{
					test: /\.(js|jsx)$/,
					// include: APP_DIR,
					exclude: /node_modules/,
					use: 'babel-loader'
				}
			]
		}		
		----------------------------
	- `yarn run dev`
- install React
	- `yarn add react react-dom`
	- in `index.html` add:
		-----------------------
		<div id=""root""></div>
		-----------------------
	- delete content from `app.js`
	- install vscode extension **Simple React Snippets**
		- first line: `imr` [[TAB]]
		- also use `ren` [[TAB]] below
	- add:
		----------------------
		class App extends React.Component {
			render() {
				return (
					<p>Hello React.</p>
				);
			}
		}

		render(<App />, document.getElementById('root'));
		----------------------
-",$place=hm,2020-04-25 22:18:59,systemUnknown
98,Git,"How to create new local branch, make changes, merge into master",4.999,"- how to create, complete, and check in a branch locally
	- create branch and do changes
		- `git checkout -b et/enh/show-spaces-in-tutorials`
		- do changes
	- check back in
		- `git add *`
		- `git commit -m ""spaces work now""`
	- merge into master
		- `git checkout master`
		- `git merge et/enh/show-spaces-in-tutorials`
	- delete branch
		- `git branch -d et/enh/show-spaces-in-tutorials`
- %% simple and works",,2020-04-28 15:52:32,systemUnknown
99,JAMStack,Make a Node.js Eleventy project,4.8,"- INFOS
	- you can get code for this here: https://github.com/LinkedInLearning/serverless-jamstack-eleventy-2824238
- get simple site up and running
	- made directory `elev4`
	- vscode
	- `npm init -y`
	- `npm install @11ty/eleventy -D`
	- `npx @11ty/eleventy`
		- you will see: Wrote 0 files in 0.03 seconds (v0.10.0)
	- index.html
		----------------------
		<!doctype html>
		<html>

		<head>
			<title>Page title</title>
		</head>

		<body>
			<p>Hi</p>
		</body>

		</html>
		----------------------
	- README.md
		------------------------
		# Page header
		------------------------
	- `npx @11ty/eleventy`
	- you know have a directory `_site`
	- `npx @11ty/eleventy --serve`
	- in browser
		- `http://localhost:8080`
		- `http://localhost:8080/README`
- configure
	- edit package.json
		-----------------------
		{
			""name"": ""elev4"",
			""version"": ""1.0.0"",
			""description"": """",
			""scripts"": {
				""start"": ""eleventy --input=_site --output=dist --serve""
			},
			""author"": """",
			""license"": """",
			""devDependencies"": {
				""@11ty/eleventy"": ""^0.10.0""
			}
		}
- add more
	- )) fix this, the date works but not the items
		--------------------------
		---
		title: The First Page
		date: Created
		tags: 
			- home
			- flashcards
			- info
		---

		## {{ title }}
		**Publish Date:** {{ page.date }}

		This is the index page now.

		<ul>
			{% for item in tags %}
			<li>{{ item }}</li>
			{% endfor %}
		</ul>
		--------------------------",$place=hm,2020-04-30 06:32:04,systemUnknown
100,github,How to upload an existing file to GitHub,3.5,"- at GitHub, create repository `webpack8`
- goto directory webpack8 with files already there
- `git init`
- `git add -A`
- `git commit -m ""first commit""`
- `git remote add origin https://github.com/edwardtanguay/webpack8.git`
- `git push -u origin master`
- %% works well",,2020-04-30 21:18:39,systemUnknown
101,netlify,How to get a quick Eleventy site up on Netlify,3.5,"- https://www.netlify.com
- Log in
- new site from GitHub
- Build command: eleventy
- publish directory: dist
- change name
- works at: https://eleventy4.netlify.app",$place=hm,2020-05-02 15:24:21,systemUnknown
102,vmware,Download VMWare and install Ubuntu on it,3.5,"- trying virtualbox again as a repair
	- https://www.virtualbox.org/wiki/Downloads
	- Windows Hosts
	- download, install, repair
	- restart
	- didn't work
- trying to fix virtualbox with turning on hyper-v again
	- `optionalfeatures`
	- no, it's checked, so virtualbox should work
- VMWare
	- downloaded: https://www.vmware.com/products/workstation-pro/workstation-pro-evaluation.html
		- Workstation 15.5
		- ""VMware Workstation and Device/Credential Guard are not compatible. VMware Workstation can be run after disabling Device/Credential Guard.""
			- looked to risky
	- downloaded: WMWare player
		- https://www.vmware.com/products/workstation-player/workstation-player-evaluation.html
		- it said the same thing so
			- https://windowsreport.com/disable-credential-guard-windows-10/
			- `optionalfeatures`
	- doing this: https://www.youtube.com/watch?v=VIBdY-5zr58
		- `gpedit.msc`
			- admin, system, device guard
			- activate
			- deactivate
		- `gpupdate /force`
		- became far too complicated
	- just trying to turn off Hyper-V
- !! ended up abandoning this since it was too complicated to get VMWware to work with Docker having Hyper-V on",$place=hm,2020-05-03 20:31:46,systemUnknown
