id,genericTermIdCode,title,body,extras,systemWhenCreated,systemWhoCreated
52,Programming LanguageProgramming Language,PHP,"- 1995 created
- a very popular, pragmatic and universal programming language for websites, the P in the very popular LAMP stack (Linux, Apache, MySQL, PHP)
- PHP is loosely typed which means it does not require you to declare a variable type when declaring a variable, unlike C# and Java
- 2005 added object-oriented features 
	- after 2005 when PHP5 was released, it began to be taken more seriously since the new object-oriented features gave it the ability to implement more sophisticated OOP programming paradigms as one can in C# and Java-like
- versions
	- 2015-12 = Version 7.0	
		- 2016-05 = Training: What's New in PHP 7.0
	- 2018-12 = Version 7.3
	- 2019-11 = Version 7.4
	- 2020-11 = Version 8.0",$rank=4.61; $quick=very popular and pragmatic programming language for websites; $todo=PHP is a solid skill to have,2019-05-25 17:23:01,systemUnknown
53,Programming Language,ES6,"- ECMAScript 6
- created to standardize JavaScript
- JavaScript has remained the best-known implementation of ECMAScript since the standard was first published
	- e.g. Microsoft created an implementation of ECMAScript called JScript in the late 1990s which never got popular
- ES1: June 1997
- ES2: June 1998
- ES3: Dec. 1999
- ES4: (abandoned)
- **ES5**: 2009
- (moved to annual updates)
- **ES6**: June 2015 (ES2015)
	- arrow functions
	- this is when transpiling to ES5 become popular
- ES7: June 2016 (ES2016)
- ES8: June 2017 (ES2017)
- ES9: June 2018 (ES2018)
- ES.NEXT (always means the next version)",$idCode=ecmascript;$rank=4.85; $quick=scripting-language specification for JavaScript; $todo=learn the new features of ES6 well,2019-05-27 09:13:22,systemUnknown
54,Query Language,GraphQL,"- a data query and manipulation language for APIs, and a runtime for fulfilling queries with existing data
- 2012 developed internally by Facebook
- 2015 released publically
- 2018 established GraphQL Foundation, GraphQL now hosted by the non-profit Linux Foundation
- instead of working with rigid server-defined endpoints, you can send queries to get exactly the data you’re looking for in one request
- is an efficient, powerful and flexible approach to developing web APIs, and has been compared and contrasted with REST and other web service architectures
- consists of a type system, query language and execution semantics, static validation, and type introspection
- ??terry",$idCode=graphql;$rank=4.5; $quick=a newer and more robust alternative to REST; $todo=learn it if you get a chance,2019-05-27 09:34:30,systemUnknown
55,Javascript Module Bundler,Webpack,"- 2012 created
- JavaScript module bundler
- requires Node.js
- it can be used from the command line, or can be configured using a config file which is named **webpack.config.js**
- Webpack has **no preference for commonjs over AMD**
- it can get **quite heavy** when you work on complex projects
- in 2020 the current **standard way to bundle** websites, but being replaced by **Parcel** for simpler projects",$rank=4.925; $quick=the most popular JavaScript module bundler; $todo=learn this,2019-05-27 10:30:36,systemUnknown
56,Javascript Module Bundler,Browserify,"- created **2010**, the oldest site bundler
- allows you to write Node.js-style modules that compile for use in the browser
- it **lets you use require on the front end**, the same way you'd use it in Node
- a tool that brings all the resources of the NPM ecosystem off of the server, and into the client.
- Browserify is an attempt to build a module loader on top of the NPM ecosystem and node modules
- it uses CommonJS modules and integrates tightly with NPM",$rank=4.2; $quick=gives you access to NPM modules in the browser; $todo=learn Webpack before Browserify,2019-05-27 15:32:16,systemUnknown
57,Programming Language,C++,"- 1985 created
- programming language created as an extension of C, i.e. C with classes
- today C++ is still used widely to write applications",$idCode=cplusplus;$rank=2.3; $quick=low-level language for writing applications; $todo=not relevant to web development,2019-05-27 13:20:26,systemUnknown
58,Code Editor,Visual Studio Code,"- 2015 created
- code editor developed by Microsoft for Windows, Linux and macOS
- highly customizable, small and fast
- free and open source
- in 2019 at Stackoverflow, ranked the most popular developer environment tool
- based on Electron, a framework which is used to deploy Node.js applications for the desktop running on the Blink layout engine","$idCode=vscode;$rank=4.93; $quick=a very useful, cross-platform code editor; $todo=definitely use this even for non-.NET projects",2019-05-27 14:05:07,systemUnknown
59,Code Editor,Visual Studio Professional,"- robust, full-featured, and convenient editor by Microsoft for developing .NET technologies
- costs between $200 and $400
- this is the editor you'll use if you work for a company doing .NET development",$idCode=vsProfessional;$rank=4.2; $quick=the default code editor for .NET technologies; $todo=learn well if you do .NET development,2019-05-27 14:05:07,systemUnknown
60,Code Editor,Visual Studio Community,"- free version of Visual Studio, the main .NET development environment by Microsoft
- defined as a ""free, fully-featured IDE for students, open-source and individual developers""
- since 2015, before that this was known as the Express version
- can be used to develop .NET web sites, desktop apps, and console apps",$idCode=vsCommunity;$rank=4.2; $quick=free version of Visual Studio for .NET development; $todo=use this free tool to learn Visual Studio,2019-05-27 14:08:26,systemUnknown
61,Messaging Protocol,SOAP,"- designed in 1998 by Dave Winer
- a messaging protocol specification for exchanging structured information in the implementation of web services in computer networks",$rank=1.9; $quick=the older way to make services available to software and other websites; $todo=learn REST instead,2019-05-27 14:41:32,systemUnknown
62,Architectural Design Concept,REST,"- short for ""representational state transfer""
- Roy Fielding defined REST in his 2000 Ph.D. dissertation
- allows requesting systems to access and manipulate resources on a server by using a uniform and predefined set of stateless operations
- Web service APIs that adhere to the REST architectural constraints are called RESTful APIs","$rank=4.5; $quick=a way to make services on a web available to software and other websites; $todo=important, learn this at some point",2019-05-27 14:41:32,systemUnknown
63,Architectural Design Concept,Web Service,"- any service provided by a web server which is intended for machine-to-machine communication for transferring machine-readable file formats such as XML and JSON
- web services are either based on SOAP or REST","$rank=2.8; $quick=a service that provides an object-oriented, Web-based interface to a database server; $todo=an important concept and technology",2019-05-27 14:41:56,systemUnknown
64,GraphQL Client,Apollo,"- the Apollo Client is a major GraphQL client, along with Relay
- Airbnb uses Apollo for GraphQL
- ""if you are going to do GraphQL, do Apollo""",$rank=2.5; $quick=the most popular GraphQL client; $todo=learn it if you get into GraphQL,2019-05-27 15:04:45,systemUnknown
65,Architecture,Flux,"- developed by Facebook to work with React
- **Flux is a fancy name for the observer pattern** modified a little bit to fit React
- it is not a framework or a library
	- it is an architecture that complements React","$rank=2.1; $quick=an architecture and design pattern created by Facebook for React; $todo=know about this, but use Redux in React instead",2019-05-27 15:18:08,systemUnknown
66,JavaScript Library,RequireJS,"- JavaScript file and module loader
- implementation for asynchronous module definition in JavaScript
- is optimized for in-browser use, but it can be used in other JavaScript environments, like Rhino and Node
- Node already has a module loader, but by using RequireJS on the server, you can use one format for all your modules, whether they are running server side or in the browser","$idCode=requirejs;$rank=1.4; $quick=an older JavaScript tool that loads JavaScript modules in the Browser; $todo=it's old, use Browserify or Webpack instead",2019-05-27 15:36:27,systemUnknown
67,Modern Operating System,macOS,"- 2001, the Mac operating system started with Mac OS X 10.0
- it version number increases every year and in 2019 is at Mac OS X 10.15
- the base operating system beneath the Mac OS is a variant of UNIX called BSD (Berkeley Software Distribution)
	- if you know your way around the Linux command line, you will feel comfortable developing on a Mac","$idCode=macos;$rank=4.6; $quick=the operating system used on the Mac laptop, a very popular laptop for development; $todo=get access to a Mac and learn the environment as its quite different than Windows",2019-06-12 15:10:49,systemUnknown
68,UNIX Operating System,BSD,"- 1977 created
- written in C
- 1995, the last release of BSD proper
- today when one says *BSD*, one is referring to one of BSD's descendants, e.g. FreeBSD, OpenBSD, NetBSD,  DragonFly BSD, Darwin, or **most probably macOS**
- this led to the Darwin operating system, which **led to macOS**",$rank=0.3; $quick=a version of the UNIX operating system from the 1970s; $todo=know that it is the basis of the macOS;$categoryTitle=UNIX Operating System,2019-06-12 15:42:59,systemUnknown
69,Old Operating System,UNIX,"- 1970s developed
- still used in universities, research centers and largeand old corporations
- Linux and macOS are both very similar to UNIX","$idCode=unix;$rank=2.1; $quick=an old operating system from the 1970s; $todo=know that it still exists, e.g. at universities",2019-06-12 16:31:29,systemUnknown
70,Linux Distribution,Ubuntu,"- 2004 released
- free
- built on Debian's architecture and infrastructure
- GNOME 3 has been the default GUI
- developed by Canonical, owned by Mark Shuttleworth, South Africa","$rank=4.5; $quick=a very popular distribution of Linux; $todo=install, use and be comfortable with Ubuntu",2019-06-12 16:42:24,systemUnknown
71,Linux Distribution,Debian,"- 1993 first version
- one of the earliest operating systems based on the Linux kernel
- Debian officially contains only free software, but non-free software can be downloaded and installed from the Debian repositories
- Debian is a popular choice for servers, for example as the operating system component of a LAMP stack (Linux, Apache, MySQL, PHP)",$rank=2.9; $quick=a more technical distribution of Linux than Ubuntu; $todo=know that it exists,2019-06-12 16:50:58,systemUnknown
72,Linux Distribution,Linux Mint,"- released in 2006
	- based on Kubuntu, a flavor of Ubuntu
- focuses on desktop users
- Linux Mint 2.0 was based on Ubuntu 6.10
- 2008, Linux Mint adopted the same release cycle as Ubuntu
- primarily uses free and open-source software, making exceptions for some proprietary software",$rank=3.9; $quick=an easy-to-use distribution of Linux; $todo=install it and try it out,2019-06-12 16:55:50,systemUnknown
73,Database,MySQL,"- 1995 created by Swedish company MySQL AB 
- free and open-source
- it is the database in the popular LAMP stack (Linux, Apache, MySQL, PHP)
- runs on all operating systems: Windows, Linux, macOS, UNIX
- 2008 Sun Microsystems acquired MySQL AB
- 2010 Oracle acquired Sun Microsystems
- **MariaDB** is a community-developed, commercially supported fork of the MySQL relational database management system, intended to remain free and open-source software under the GNU General Public License
- versions
	- 1995 = Version 1.0
	- 2001 = Version 3.23 - MySAM replaced ISAM
	- 2003 = Version 4.0 - unions
	- 2008 = Version 5.1 - stored procedures, triggers, views
	- *Oracle acquired MySQL*
	- 2010 = Version 5.5 - default storage engine is InnoDB
	- 2015 = Version 5.7
	- 2018 = Version 8.0 - NoSQL Document Store
		- MySQL installed on Ubuntu 2020-09 was Version 8.0.21",$idCode=mysql;$rank=4.8; $quick=the most popular and widespread database; $todo=learn it well,2019-06-13 11:13:39,systemUnknown
74,Database,PostgreSQL,"- developed through the 80s at Berkeley
- released 1996
- **[post-GRESS-kyew-ell]**
- free and open-source
- owned by PostgreSQL Global Development Group
- 2018, PostgreSQL has gotten significantly better with features like **full-text search**, **JSON columns**, logical replication, upsert, and better scalability, which gets you close to, if not beyond, the performance of typical commercial databases while also allowing you to consolidate several database systems into one for less overhead and cost
- 2018, the popular foreign-data-wrapper extension even lets you query external sources directly from within PostgreSQL if necessary",$idCode=postgresql;$rank=4.7; $quick=a robust but less popular database than MySQL; $todo=use it in a project if you have a chance,2019-06-13 11:33:20,systemUnknown
75,Database,SQL Server,"- 1989 first release
- in general in .NET projects, you don't access the SQL Server directly but set up and speak to Entity framework, which in turn access SQL Server
- SQL Server Express Edition is a scaled down, free edition of SQL Server
	- while there are no limitations on the number of databases or users supported, it is limited to using one processor, 1 GB memory and 10 GB database files
	- so if you want to learn SQL Server, you can use SQL Server Express
- supported versions
	- SQL Server 2008
	- SQL Server 2012
	- SQL Server 2014
	- SQL Server 2016
	- SQL Server 2017	
- SQL Server 2017 finally added Linux support for these Linux platforms: Red Hat Enterprise Linux, SUSE Linux Enterprise Server, Ubuntu & Docker Engine",$idCode=sqlserver;$rank=4.63; $quick=the database you will use in .NET projects; $todo=learn it well if you develop in .NET,2019-06-13 11:50:33,systemUnknown
76,Database,SQLite,"- created 2000
- very popular  used today by several widespread browsers, operating systems, and embedded syxstems such as mobile phones, among others
- implements most of the SQL standard, generally following PostgreSQL syntax
- stores the entire database (definitions, tables, indices, and the data itself) as a single cross-platform file on a host machine
- uses a dynamically and weakly typed SQL syntax that does not guarantee the domain integrity, which means that one can e.g. insert a string into a column defined as an integer
- designed by Dwayne Hipp in 2000 while working for General Dynamics on contract with the United States Navy
	- design goals were to allow the program to be operated without installing a database management system or requiring a database administrator",$idCode=sqlite;$rank=4.61; $quick=a very useful file-based database; $todo=use it in a project and learn the differences in SQL syntax from other databases,2019-06-13 12:59:23,systemUnknown
77,Type of Database,NoSQL,"- 2009, Johan Oskarsson, developer at Last.fm, introduced the term NoSQL when he organized an event to discuss open source distributed, non relational databases
- a type of database that provides a mechanism for storage and retrieval of data that is modeled in means other than the tabular relations used in relational databases, e.g. in structured documents
- used typically in big data and real-time web applications
- kinds of NoSQL databases include:
	- Key-Value Cache (Memcached)
	- Key-Value Store (Redis)
	- Document Store (CouchDB, MongoDB)","$idCode=nosql;$rank=4.55; $quick=a type of database used with big data; $todo=if you want to work with big data, learn a NoSQL database such as MongoDB or CouchDB",2019-06-13 14:29:44,systemUnknown
78,NoSQL Database,CouchDB,"- 2005 developed by by Damien Katz, a former Lotus Notes developer at IBM
- 2008 became an Apache Incubator project
- 2012 Katz left project to work on Couchbase Server
- it uses JSON to store data, JavaScript as its query language
- implements a form of multiversion concurrency control (MVCC) so it does not lock the database file during writes, onflicts are left to the application to resolve","$idCode=couchdb;$rank=4.45; $quick=with MongoDB, a popular NoSQL document store; $todo=a good choice for a NoSQL database",2019-06-13 14:51:15,systemUnknown
79,NoSQL Database,MongoDB,"- **2009** developed
- uses **JSON-like documents** with schema
- can be used as a file system","$idCode=mongodb;$rank=4.5; $quick=with CouchDB, a popular NoSQL document store; $todo=a good choice for a NoSQL database",2019-06-13 14:51:15,systemUnknown
80,NoSQL Database,Cassandra,"- 2008 Facebook developed
- 2009 became Apache incubator project
- 2010 Apache top-level project
- designed to handle large amounts of data across many commodity servers, providing high availability with no single point of failure
- offers robust support for clusters spanning multiple datacenters
- has Cassandra Query Language (CQL)",$rank=2.1; $quick=a NoSQL database that handles large amounts of data; $todo=know that it exists,2019-06-13 15:11:14,systemUnknown
81,NoSQL Database,Redis,"- 2009 developed by Salvatore Sanfilippo for his **Italian** startup
- an in-memory data structure project implementing a distributed, in-memory **key-value database**
- the most popular key-value database
- supports different kinds of abstract data structures, such as strings, lists, maps, sets, sorted sets, HyperLogLogs, bitmaps, streams, and spatial indexes
- made popular the idea of a system that can be considered **at the same time a store and a cache**, using a design where data is always modified and read from the main computer memory, but also stored on disk in a format that is unsuitable for random access of data, but only to reconstruct the data back in memory once the system restarts",$rank=4.4; $quick=the most popular key-value database; $todo=know that it exists,2019-06-13 15:11:14,systemUnknown
82,Memory Caching System,Memcached,"- 2003 developed by Brad Fitzpatrick for his website LiveJournal
	- now a Google Engineer as part of the Go programming language team
- a general-purpose distributed memory caching system
- used to speed up dynamic database-driven websites by caching data and objects in RAM to reduce the number of times a database must be read",$rank=2.7; $quick=the most popular memory caching system; $todo=use if you need to speed up access to database,2019-06-13 15:11:14,systemUnknown
83,Database Concept,CRUD,"- the four basic functions of persistent storage: **create**, **read**, **update**, and **delete**
- popularized by James Martin in his 1983 book Managing the Data-base Environment
- in SQL:
	- create = INSERT
	- read = SELECT
	- update = UPDATE
	- delete = DELETE
- in HTTP:
	- create = POST
	- read = GET
	- update = POST
	- delete = DELETE
- may be extended to CRUDL to cover listing of large data sets which bring additional complexity such as pagination when the data sets are too large to be easily held in memory",$idCode=crud;$rank=0.5; $quick=a basic concept of data access and storage; $todo=know this acronym,2019-06-13 15:24:26,systemUnknown
84,JavaScript Framework,Ember,"- 2011 released
	- created by Yehuda Katz, a member of the jQuery, Ruby on Rails and SproutCore core teams
	- like many of Katz's other projects, it advocates convention over configuration
- 2015 Ember 2.0
- used to create scalable **single-page web applications**
- Ember's popularity **peaked around 2014**##vuejsPopularity
- sets out to provide **a wholesale solution** to the client-side application problem, **not just V in MVC**
	- is in contrast to many JavaScript frameworks that start by providing a solution to the V in MVC (Model–View–Controller), and attempt to grow from there
- based on MVVM
- Ember.js is a part of a complete front-end stack, which comprises Ember CLI, Ember Data, Ember Inspector, Fastboot, and Liquid Fire. This allows developers to create beautifully rendered, dynamic SPAs
- consists of five key concepts: routes, models, templates, components, services
- unlike other projects such as AngularJS (Google) and React (Facebook) which have the backing of one main company, Ember has a variety of sponsors such as Yahoo!, LinkedIn and Bustle which are all major users of the framework
- has a **steep learning curve**
- **little flexibility**",$rank=3.5; $quick=a full-featured JavaScript Web Framework but less popular today; $todo=try it out if you can but it has a steep learning curve,2019-06-13 16:41:16,systemUnknown
85,JavaScript Framework,Meteor,"- written in **Node.js**
- Meteor actually modifies NodeJS and becomes your server
- used for back-end development, management of the database, business logic and rendering of the front-end part of the websites are a major area where Meteor framework is used
- you add frameworks on-top of Meteor's platform
	- **Meteor comes with a bunch of built-in frameworks**
	- one of the built-ins is a **View framework called Blaze** which can be compared one-to-one with Angular
	- Meteor's built-ins can be replaced, so if you want to replace Blaze with Angular then you can
- **integrates with MongoDB**
- Meteor can be used with its own Blaze templating engine, as well as with the Angular or React frameworks
- in **2016** the Meteor Development Group (the open source organisation powering Meteor) started working on a new **backend layer based on GraphQL** to gradually replace their pub/sub system, largely isolated in the whole node.js ecosystem: the Apollo framework",$rank=1.7; $quick=a backend JavaScript framework built on Node.js; $todo=know what it is,2019-06-13 16:51:20,systemUnknown
86,JavaScript framework,Mithril,"- the implementation of the framework is easy since the functions are not derived from a base class
- it's only about 8K, is fast and provides routing and XHR utilities out of the box
- it has a few features similar to React
- Mithril is pragmatic, in [this 10 minute guide](https://mithril.js.org/index.html), you learn how to create components, XHR and routing, and that's just about the right amount of knowledge needed to build useful applications
- if you're starting something new, do consider giving Mithril a try, if nothing else, to see how much value Mithril adopters have been getting out of 8kb (gzipped) of code.
- ""Hyperscript, which I thought I would hate, turned out to be one of my favorite parts of using Mithril especially when I paired it with Tailwind CSS. Since Hyperscript is pure JavaScript, doesn't require a build step, and is the standard way of writing Mithril components, integrating Mithril into our legacy JS app was absolutely dead simple.""","$rank=2.8; $quick=an interesting, small JavaScript framework for single-page applications; $todo=try this out on a new project at some point",2019-06-17 16:14:19,systemUnknown
88,JavaScript framework,Polymer,"- *2013* development began
- being developed by **Google developers**
- used by a number of Google services and websites, e.g. **used for the redesigned YouTube site**
- in May 2018, the Polymer team announced that any future development in Polymer will shift away from its two-way binding and its template system, and will **focus on LitElement and one-way bindings**
- it has a structured design process, allowing for an interoperable *lego-block architecture*
- comes with quite a lot of **ready-made web-components** based components, which you can readily use in your projects
- embraces the **Material Design** ideology
	- from a developer point of view, it comes in quite handy when the ready-made elements, provided by Polymer are beautifully crafted
	- projects made with Polymer **look quite good and are very accessible**, due to Polymer elements following Material Design Ideology very strictly",$rank=2.3; $quick=a robust JavaScript framework created and used by Google; $todo=use this if you want to learn and use Material Design,2019-06-17 16:43:52,systemUnknown
89,JavaScript framework,Aurelia,"- with Aurelia you're not so much using a framework, but rather you're just writing ES2015/2016 syntax Javascript with some sugar 
- has a good router
- your controllers are just ES2015 classes, services, factories and providers are all classes, too
- just a series of components that you can swap out
- leverages the convention over configuration approach
- you don't have to tell Aurelia the name of my accompanying view .html file, as it will just look for a file of the same name with the .html extension
- Aurelia doesn’t have a Virtual DOM like React and Vue
- small learning curve
	- you don't have to hire an Aurelia developer (as you have to e.g. hire a React or Angular developer), all you need to do is hire a competent front-end/Javascript developer
	- still has a little bit of buy-in with its templating language, but its manageable ",$rank=2.2; $quick=a lesser-known JavaScript framework with a smaller learning-curve; $todo=try it out if you get a chance,2019-06-17 16:51:56,systemUnknown
90,JavaScript Framework,Knockout,"- 2010 created
- uses the MVVM (Model-View-ViewModel) pattern
- is quite minimalist
- has a clear separation between domain data, view components and data to be displayed
- it's perfect for creating rich and responsive user interfaces with a clean, underlying data model
- has a clearly defined layer of specialized code to manage the relationships between the view components
	- makes the display more responsive and the user experience richer
	- Automatic UI refresh, i.e. when the data model's state changes, the UI updates automatically
- there's one significant drawback that makes developers look for better options: tt lacks updates","$rank=1.8; $quick=a minimalist JavaScript framework with MVVM pattern; $todo=interesting for its MVVM pattern, try it as a learning exercise",2019-06-18 13:40:46,systemUnknown
91,Programming Language,C#,"- 2000 created
- was Microsoft's respond to Java, and is very Java-like
- began as a strict object-oriented language but has grown considerably since then
- is strongly-typed like Java, unlike PHP
- C# is the dominant language for the .NET platform","$idCode=csharp;$rank=4.6; $quick=a clean, powerful language used on the .NET platform; $todo=very worth learning for job security and understanding high-level programming concepts",2019-06-18 14:32:27,systemUnknown
92,Programming Language,C,"- 1972 developed at Bell Labs by Dennis Ritchie between 
	- closely tied to the development of the Unix operating system
- today is one of the most widely used programming languages
- provides low-level access to memory
- ""I never developed a fondness for C, mostly because I don't like pointer arithmetic and the language is barely a rung above assembler.""",$rank=1.1; $quick=low-level language used to program everything from hardware devices to operating systems; $todo=you don't need to learn C for anything that has to do with the Web,2019-06-18 14:41:37,systemUnknown
93,Programming Language,Objective-C,"- 1984 originally appeared, used by NeXT for its NeXTSTEP operating system
- the main programming language supported by Apple for the macOS, iOS and iPadOS operating systems,
- originally a very ""thin"" layer on top of C, and remains a strict superset of C that permits object-oriented programming using a hybrid dynamic/static typing paradigm
- derives its syntax from both C and Smalltalk (for object-oriented features)
- one of the most dreaded languages in Stackoverflow surveys
- in Objective-C one does not call a method; one sends a message
- at the 2006 Worldwide Developers Conference, Apple announced the release of Objective-C 2.0
	- a revision of the Objective-C language to include modern garbage collection, syntax enhancements, runtime performance improvements, and 64-bit support",$idCode=objectivec;$rank=2.1; $quick=an unloved language but necessary for programming Apple devices; $todo=required to learn if you develop apps for the iPhone,2019-06-18 14:48:23,systemUnknown
94,Programming Language,Go,"- 2007 designed at Google to improve programming productivity in an era of multicore, networked machines and large codebases
- the designers were primarily **motivated by their shared dislike of C++**.
- **syntactically similar to C, but with memory safety, garbage collection, structural typing**
- is influenced by C, but with greater simplicity and safety
- the language is often referred to as Golang because of its domain name, golang.org, but the proper name is Go
- Go was used **to write Docker and Kubernetes**",$rank=1.1; $quick=a language that resembles C but with object-oriented features; $todo=you don't need to learn it as a web-developer,2019-06-18 14:57:30,systemUnknown
95,Programming Language,Dart,"- 2011 developed by Google
- an object-oriented, class defined, garbage-collected language using a C-style syntax that transcompiles optionally into JavaScript
- heavily used to create a single page applications",$rank=2.3; $quick=a Google replacement for JavaScript which transpiles to JavaScript; $todo=not necessary to learn unless you have a project that uses it,2019-06-18 15:14:36,systemUnknown
96,Programming Language,Perl,"- 1987 written by Larry Wall as a general-purpose Unix scripting language
- Perl usually refers to Perl 5, but it may also refer to its redesigned sister language, Perl 6
- in the 90s used for CGI scripts, i.e. the first backend programming language for the Web
- today used for system administration and network programming
- in 1998, it was referred to as the duct tape that holds the Internet together","$rank=1.2; $quick=a language used most on Linux machines for writing sysadmin scripts; $todo=avoid this language if you can, unless you e.g. administer Linux machines",2019-06-18 15:21:29,systemUnknown
97,Programming Language,Pascal,"- 1970 developed by Niklaus Wirth, a Swiss computer scientist
- became very successful in the 1970s
- used as a teaching language in university-level programming courses in the 1980s
- was displaced by the C programming language during the late 1980s and early 1990s as UNIX-based systems became popular, and especially with the release of C++",$rank=0.4; $quick=an old language no longer used; $todo=you don't need to learn this,2019-06-18 15:30:36,systemUnknown
98,Programming Language,Lisp,"- developed **1958**
- the **second-oldest** high-level programming language in widespread use today, behind Fortran
- Lisp has important design concepts and has evolved into other languages used today including Clojure, Common Lisp, and Scheme
- after having declined somewhat in the 1990s, Lisp has experienced a resurgence of interest after 2000
- many new Lisp programmers were inspired by writers such as Paul Graham and Eric S. Raymond to pursue a language others considered antiquated
- Lisp programmers often describe the language as **an eye-opening experience** and claim to be substantially more productive than in other languages","$rank=0.9; $quick=the second oldest computer language but which has important design features; $todo=as a software developer, you should be able to say intelligent things about Lisp",2019-06-18 15:39:30,systemUnknown
99,Programming Language,Fortran,"- 1957 developed by IBM
- has been in continuous use for over six decades in computationally intensive areas such as numerical weather prediction, finite element analysis, computational fluid dynamics, computational physics, crystallography and computational chemistry
- 1953 proposal submitted at IBM to develop a more practical alternative to assembly language for programming their IBM 704 mainframe computer
- it reduced the number of programming statements necessary to operate a machine by a factor of 20
- was widely adopted by scientists",$rank=0.1; $quick=the oldest computer language from the 1950s; $todo=you don't need to learn this,2019-06-18 15:52:25,systemUnknown
100,Programming Language,COBOL,"- 1959 developed for business use
- effectively designed from the ground up as a computer language for business, with an emphasis on inputs and outputs, whose only data types were numbers and strings of text
- still widely used in legacy applications deployed on mainframe computers
	- primarily used in business, finance, and administrative systems for companies and governments
- due to its declining popularity and the retirement of experienced COBOL programmers, programs are being migrated to new platforms, rewritten in modern languages or replaced with software packages
- most programming in COBOL is now purely to maintain existing applications",$rank=0.2; $quick=extremely old computer language hardly in use anymore; $todo=you don't need to learn this,2019-06-18 15:58:14,systemUnknown
101,Programming Language,Assembly,"- 1949 first appeared
- not technically a language per se but symbolic machine code
- usually refers to any low-level structured coding in which there is a very strong correspondence between the program's statements and the architecture's machine code instructions
- Assembly language usually has one statement per machine instruction
- an example of Assembly code:##assemblyCode","$rank=0.09; $quick=the lowest level machine instructions, used since 1949; $todo=you don't need to learn this",2019-06-18 16:06:10,systemUnknown
102,Programming Language,WebAssembly,"- 2017 developed by the W3C, Google, Microsoft, Apple, Mozilla
- often referred to as Wasm
- a set of web standards that define a portable modular binary format, and a corresponding language, similar to the assembly language for executable program and environment-specific program interfaces
- the main goal of WebAssembly is to enable high performance applications on web pages
- does not replace JavaScript
- there is direct DOM to access
- precursor technologies were asm.js 
- WebAssembly code is intended to be run on a portable abstract structured stack machine, which is designed to be faster to parse than JavaScript, as well as faster to execute, and to enable very compact code representation.
- it's not that important
	- every second post about WASM mentions that it will finally end the domination of JavaScript
	- for traditional web-development e.g. CRUD apps, e-commerce, i.e. 98% of what makes the web today, WASM is pretty useless
		- there's nothing JavaScript can't do in these areas 
	- while it will definately be used and there'll be amazingly fast apps built with it, it won't be as widely used as current HTML5 web stack",$idCode=webassembly;$rank=2.6; $quick=a new a upcoming technology to enable high performance applications on web pages; $todo=keep an eye on it but it is not significant yet,2019-06-18 16:13:16,systemUnknown
103,Programming Language,VBA,"- 1993 created 
- Visual Basic for Applications, an implementation of Microsoft's event-driven programming language Visual Basic 6
- although Visual Basic is no longer support, the VBA programming language was upgraded in 2010 with the introduction of Visual Basic for Applications 7 in Microsoft Office applications
- VBA code only run within the host application, usually used in Microsoft Excel for complex macros and complex Excel interactive applications
	- less often in Microsoft Word
- example of VBA code in Excel which is executed by a button in a spreadsheet##vbaExample","$rank=2.3; $quick=definitely an unliked and overly-simplistic language, but pragmatic and useful in Excel; $todo=learning it enough to make macros in Excel is a useful skill",2019-06-18 16:21:24,systemUnknown
104,Programming Language,BASIC,"- 1964 designed at Darthmouth College
- design philosophy emphasizes ease of use
	- designers wanted to enable students in fields other than science and mathematics to use computers
- emergence of early microcomputers in the mid-1970s led to the development of the original Microsoft BASIC in 1975
- Apple computers had Apple BASIC
- BASIC fell from use during the later 1980s as newer machines with far greater capabilities came to market and other programming languages
- 1991, Microsoft released Visual Basic, combining a greatly updated version of BASIC with a visual forms builder",$rank=0.6; $quick=a simple language used in the 70s and 80s; $todo=you don't need to learn this,2019-06-18 16:30:24,systemUnknown
105,Programming Language,OCaml,"- 1996 first appeared, an object-layer improvement on Caml, which existed since 1985
	- Caml = Categorical Abstract Machine Language
	- OCaml = Objective Caml
- some feel OCaml is better than C, but it is not more popular since C has been around for so much longer
- principally maintained by the French Institute for Research in Computer Science and Automation (INRIA)
- in the early 2000s, elements from OCaml were adopted by many languages, notably F# and Scala
- OCaml unifies functional, imperative, and object-oriented programming under an ML-like type system, thus, programmers need not be highly familiar with the pure functional language paradigm to use OCaml
- OCaml is perhaps most distinguished from other languages with origins in academia by its emphasis on performance",$idCode=ocaml;$rank=1.1; $quick=an academic language created in France in the 1990s; $todo=know that it exists,2019-06-18 16:41:33,systemUnknown
106,Programming Language,Coffeescript,"- 2009 created
- transcompiles to JavaScript
- an attempt to make JavaScript more readable
	- by making many things optional, and, at the same time, enforcing other things
	- **blocks are all without braces and parenthesis, and whitespace is used to denote blocks, like in Python**
- adds syntactic sugar inspired by Ruby, Python and Haskell in an effort to enhance JavaScript's brevity and readability
- is just syntactic sugar on top of JavaScript
- one of the pioneers of the compile-to-JavaScript concept
- a reason to use it its **adherence to functional programming**
	- treats everything as expressions",$rank=3.3; $quick=one of the first languages that transpiled to JavaScript; $todo=not necessary to learn it unless if you have a project in it or to explore its simplicity and functional programming concepts,2019-06-20 11:55:37,systemUnknown
